Ingredient,Text,Recipe_Index,Rating
milk,2.66666666667 tablespoons milk,54,NA
vanilla,1.33333333333 tablespoon vanilla extract,54,NA
egg,1.33333333333 egg,54,NA
all purpose flour,2.66666666667 cups pillsbury best™ all purpose flour,54,NA
salt,1.33333333333 teaspoon salt,54,NA
baking soda,1.0 teaspoon baking soda,54,NA
chocolate chip,1.33333333333 6 oz. package semi sweet chocolate chips 1.33333333333 cup,54,NA
butter,"1.14285714286 cup unsalted butter, room temperature",55,NA
sugar,1.14285714286 cup sugar,55,NA
brown sugar,1.14285714286 cup firmly packed light muscavado sugar or dark brown sugar,55,NA
egg,"2.28571428571 extra large eggs, room temperature",55,NA
vanilla,2.28571428571 teaspoons pure vanilla extract,55,NA
all purpose flour,2.85714285714 cups unbleached all purpose flour,55,NA
salt,1.14285714286 teaspoon kosher salt,55,NA
salt,1.14285714286 teaspoon flaky sea salt such as maldon or cypriot,55,NA
baking powder,0.571428571429 teaspoon baking powder,55,NA
baking soda,0.571428571429 teaspoon baking soda,55,NA
chocolate,2.28571428571 cups chocolate discs 53% to 64% cacao*,55,NA
brown sugar,1.5 cup 150g packed dark brown sugar,56,NA
sugar,0.5 cup 50g granulated sugar,56,NA
egg,"2.0 large egg, at room temperature",56,NA
vanilla,4.0 teaspoons pure vanilla extract,56,NA
all purpose flour,4.0 cups 250g all purpose flour spoon & leveled,56,NA
cornstarch,4.0 teaspoons cornstarch,56,NA
baking soda,2.0 teaspoon baking soda,56,NA
salt,1.0 teaspoon salt,56,NA
butter,"1.0 lb butter, unsalted",60,NA
other,,60,NA
brown sugar,3.0 cups brown sugar,60,NA
other,,60,NA
egg,"4.0 eggs, whole",60,NA
other,,60,NA
vanilla,2.0 tsp vanilla extract,60,NA
other,,60,NA
all purpose flour,4.0 cups all purpose flour,60,NA
other,,60,NA
salt,2.0 tsp salt,60,NA
other,,60,NA
baking powder,2.0 tsp baking powder,60,NA
other,,60,NA
milk,11.5 ounces semi sweet chocolate baking chips contains milk,61,NA
margarine,"1.0 cup butter or margarine, softened",61,NA
sugar,0.75 cup sugar,61,NA
brown sugar,"0.75 cup brown sugar, packed",61,NA
egg,2.0 large eggs,61,NA
other,2.0 teaspoons vanilla,61,NA
other,2.25 cups unsifted flour,61,NA
baking soda,1.0 teaspoon baking soda,61,NA
salt,0.5 teaspoon salt,61,NA
pecan,"1.0 cup walnuts or pecans, chopped optional",61,NA
butter,2.0 cup butter softened,62,NA
sugar,2.0 cup sugar,62,NA
brown sugar,2.0 cup brown sugar,62,NA
egg,4.0 eggs,62,NA
other,2.0 teaspoon vanilla,62,NA
wheat flour,2.0 cup whole wheat flour,62,NA
all purpose flour,3.0 cup all purpose flour,62,NA
baking soda,2.0 teaspoon baking soda,62,NA
baking powder,2.0 teaspoon baking powder,62,NA
other,4.0 cups flour,63,NA
baking powder,1.77777777778 teaspoon baking powder,63,NA
baking soda,0.888888888889 teaspoon baking soda,63,NA
salt,0.888888888889 teaspoon salt,63,NA
butter,"1.77777777778 cup 2 sticks unsalted butter, softened",63,NA
sugar,1.33333333333 cup granulated sugar,63,NA
brown sugar,1.33333333333 cup light brown sugar,63,NA
vanilla,1.77777777778 teaspoon vanilla extract,63,NA
egg,"1.77777777778 large egg, cracked into a small cup or saucer",63,NA
chocolate chip,0.888888888889 cup semisweet chocolate chips,63,NA
milk,0.888888888889 cup milk chocolate chips,63,NA
chocolate chip,0.888888888889 cup white chocolate chips,63,NA
all purpose flour,"2.4 cups unbleached, all purpose flour",64,NA
other,,64,NA
baking soda,1.2 teaspoon baking soda,64,NA
other,,64,NA
salt,1.2 teaspoon salt,64,NA
other,,64,NA
salt,"1.2 cup 2 sticks lightly salted butter, at room temperature",64,NA
other,,64,NA
sugar,0.9 cup granulated sugar,64,NA
other,,64,NA
brown sugar,"0.9 cup dark brown sugar, firmly packed",64,NA
other,,64,NA
water,1.2 teaspoon water,64,NA
other,,64,NA
vanilla,1.2 teaspoon pure vanilla extract,64,NA
other,,64,NA
egg,"2.4 large eggs, beaten",64,NA
other,,64,NA
brown sugar,0.75 cup packed light brown sugar,65,NA
sugar,0.75 cup granulated sugar,65,NA
butter,1.0 cup softened butter,65,NA
egg,1.0 egg,65,NA
all purpose flour,2.25 cups all purpose flour,65,NA
baking soda,1.0 teaspoon baking soda,65,NA
salt,0.5 teaspoon salt,65,NA
vanilla,1.0 teaspoon pure vanilla extract,65,NA
other,2.0 cup flour,67,0.8800000000000001
oat,2.0 cup quick cooking oats,67,0.8800000000000001
baking soda,1.0 tsp. baking soda,67,0.8800000000000001
margarine,"1.0 cup butter or margarine, softened",67,0.8800000000000001
sugar,1.0 cup granulated sugar,67,0.8800000000000001
brown sugar,1.0 cup packed brown sugar,67,0.8800000000000001
egg,2.0 egg,67,0.8800000000000001
other,2.0 tsp. vanilla,67,0.8800000000000001
chocolate,"4.0 pkg. 4 oz. each baker's semi sweet chocolate, coarsely chopped",67,0.8800000000000001
butter,1.0 cup 113 g butter,68,NA
sugar,1.0 cup 99 g granulated sugar,68,NA
brown sugar,0.5 cup 54 g brown sugar packed,68,NA
vanilla,4.0 teaspoons vanilla extract,68,NA
egg,2.0 large egg,68,NA
all purpose flour,3.5 cups 210 g all purpose flour*,68,NA
baking soda,1.0 teaspoon baking soda,68,NA
salt,1.0 teaspoon kosher salt,68,NA
salt,32.0 tablespoons of salted butter,69,0.9199999999999999
sugar,2.0 cup white sugar i like to use raw cane sugar with a coarser texture,69,0.9199999999999999
brown sugar,1.0 cup packed light brown sugar,69,0.9199999999999999
other,4.0 teaspoon vanilla,69,0.9199999999999999
egg,4.0 egg,69,0.9199999999999999
all purpose flour,6.0 cups all purpose flour more as needed – see video,69,0.9199999999999999
baking soda,2.0 teaspoon baking soda,69,0.9199999999999999
salt,1.0 teaspoon salt but i always add a little extra,69,0.9199999999999999
butter,"1.33333333333 cup butter, softened to cool room temperature not overly warm or melty",70,1.0
sugar,1.33333333333 cup granulated sugar,70,1.0
brown sugar,"1.33333333333 cup brown sugar, light or dark",70,1.0
vanilla,2.66666666667 teaspoons vanilla extract,70,1.0
salt,1.0 teaspoon salt,70,1.0
baking soda,1.33333333333 teaspoon baking soda,70,1.0
baking powder,0.666666666667 teaspoon baking powder,70,1.0
egg,1.33333333333 large egg,70,1.0
all purpose flour,3.33333333333 cups all purpose flour see note,70,1.0
wheat flour,7.38461538462 cups white whole wheat flour or regular whole wheat flour,71,1.0
baking powder,3.69230769231 teaspoon baking powder,71,1.0
baking soda,2.76923076923 teaspoon baking soda,71,1.0
salt,1.84615384615 teaspoon fine sea salt,71,1.0
chocolate chip,4.61538461538 cups chocolate chips*,71,1.0
coconut,2.46153846154 cup lightly packed coconut sugar or 1/2 cup packed brown sugar,71,1.0
sugar,1.84615384615 cup sugar,71,1.0
coconut,1.84615384615 cup plus 1 tablespoon melted coconut oil or extra virgin olive oil**,71,1.0
water,0.923076923077 cup plus 1 tablespoon water,71,1.0
all purpose flour,9.6 cups 284 g all purpose flour,72,NA
baking soda,2.4 teaspoon baking soda,72,NA
salt,3.6 teaspoon salt,72,NA
butter,"2.4 pound 2 sticks; 227 g unsalted butter, room temperature",72,NA
sugar,26.4 cups 297 g granulated sugar,72,NA
brown sugar,1.2 cup 50 g packed brown sugar,72,NA
egg,4.8 large egg,72,NA
vanilla,26.4 teaspoons pure vanilla extract,72,NA
water,9.6 tablespoons water,72,NA
all purpose flour,"3.0 ¹⁄₃ cups unbleached, all purpose flour",73,NA
baking soda,1.0 tsp baking soda,73,NA
baking powder,1.0 tsp baking powder,73,NA
butter,1.0 cup room temperature unsalted butter,73,NA
brown sugar,1.0 cup tightly packed light brown sugar,73,NA
sugar,3.25 cups granulated sugar,73,NA
salt,5.5 tsp kosher salt,73,NA
other,1.0 tbsp unsulphured molasses,73,NA
egg,2.0 eggs,73,NA
vanilla,2.0 tsp vanilla extract,73,NA
brown sugar,1.33333333333 cup brown sugar,74,0.9199999999999999
sugar,1.33333333333 cup sugar,74,0.9199999999999999
butter,0.666666666667 cup butter,74,0.9199999999999999
other,0.666666666667 cup oil,74,0.9199999999999999
egg,2.66666666667 eggs,74,0.9199999999999999
baking soda,1.33333333333 tsp. baking soda,74,0.9199999999999999
salt,1.33333333333 tsp. salt,74,0.9199999999999999
baking powder,1.33333333333 tsp. baking powder,74,0.9199999999999999
other,1.33333333333 tsp. vanilla,74,0.9199999999999999
other,4.0 cups flour,74,0.9199999999999999
all purpose flour,5.92592592593 cups all purpose flour,75,NA
baking powder,2.66666666667 teaspoons baking powder,75,NA
baking soda,2.66666666667 teaspoons baking soda,75,NA
salt,0.888888888889 teaspoon salt,75,NA
other,,75,NA
butter,"1.77777777778 cup unsalted butter, melted and cooled slightly",75,NA
brown sugar,2.66666666667 cups firmly packed brown sugar,75,NA
sugar,0.888888888889 cup granulated sugar,75,NA
egg,3.55555555556 large eggs,75,NA
vanilla,3.55555555556 teaspoons vanilla extract,75,NA
chocolate,21.3333333333 ounces dark chocolate chunks,75,NA
butter,"2.0 cup unsalted butter, cold",76,NA
sugar,2.0 cup granulated sugar,76,NA
brown sugar,"2.0 cup brown sugar, packed",76,NA
egg,"4.0 large or extra large eggs, room temperature",76,NA
other,2.0 teaspoon vanilla,76,NA
all purpose flour,7.0 cups all purpose flour,76,NA
baking soda,2.0 teaspoon baking soda,76,NA
baking powder,2.0 teaspoon baking powder,76,NA
salt,2.0 teaspoon salt,76,NA
butter,10.2857142857 ounces butter,77,NA
other,,77,NA
brown sugar,2.66285714286 cups light brown sugar,77,NA
other,,77,NA
sugar,.37.7142857143 cups sugar,77,NA
other,,77,NA
vanilla,1.14285714286 tablespoon vanilla extract,77,NA
other,,77,NA
egg,3.42857142857 each eggs,77,NA
other,,77,NA
all purpose flour,4.57142857143 cups all purpose flour,77,NA
other,,77,NA
baking soda,1.14285714286 teaspoon baking soda,77,NA
other,,77,NA
baking powder,1.14285714286 teaspoon baking powder,77,NA
other,,77,NA
salt,1.14285714286 teaspoon salt,77,NA
other,,77,NA
butter,1.2 cup | 110g | 1 stick butter,78,NA
brown sugar,1.6 cup | 150g brown sugar,78,NA
sugar,0.8 cup | 75g white sugar,78,NA
egg,2.4 egg,78,NA
vanilla,2.4 teaspoon vanilla extract,78,NA
all purpose flour,9.6 cup | 200g all purpose flour,78,NA
baking soda,2.4 teaspoon | 5g baking soda,78,NA
salt,1.2 teaspoon | 3g salt,78,NA
butter,"2.57142857143 cup unsalted butter, softened 1 1/2 sticks",79,NA
brown sugar,"2.57142857143 cup light brown sugar, packed",79,NA
sugar,0.857142857143 cup granulated sugar,79,NA
egg,3.42857142857 large egg,79,NA
vanilla,3.42857142857 teaspoon vanilla extract,79,NA
all purpose flour,6.85714285714 cups all purpose flour,79,NA
sugar,one 12.0  ounce packet instant vanilla pudding mix not sugar free and not ‘cook & serve’,79,NA
baking soda,3.42857142857 teaspoon baking soda,79,NA
salt,"pinch salt, optional and to taste",79,NA
salt,2.0 cup salted butter,80,NA
sugar,2.0 cup granulated sugar,80,NA
brown sugar,1.0 cup light brown sugar dark brown is fine too,80,NA
other,4.0 generous teaspoon vanilla,80,NA
egg,4.0 egg,80,NA
all purpose flour,6.0 cups all purpose flour use the spoon and level method,80,NA
baking soda,2.0 teaspoon baking soda,80,NA
salt,1.0 teaspoon salt,80,NA
butter,"2.0 cup 1 1/2 sticks unsalted butter, melted",81,1.0
brown sugar,2.66666666667 cup light brown sugar,81,1.0
sugar,1.33333333333 cup granulated sugar,81,1.0
vanilla,2.66666666667 tablespoon vanilla extract,81,1.0
egg,2.66666666667 large egg,81,1.0
egg,2.66666666667 additional egg yolk,81,1.0
all purpose flour,5.33333333333 cups all purpose flour,81,1.0
baking soda,1.33333333333 teaspoon baking soda,81,1.0
salt,1.33333333333 teaspoon salt,81,1.0
milk,2.66666666667 cup milk chocolate chips,81,1.0
butter,1.71428571429 cup butter melted,82,0.9339999999999999
brown sugar,1.71428571429 cup packed brown sugar light or dark,82,0.9339999999999999
sugar,1.14285714286 cup white sugar,82,0.9339999999999999
egg,3.42857142857 egg,82,0.9339999999999999
other,1.71428571429 tablespoon vanilla,82,0.9339999999999999
all purpose flour,5.14285714286  1 2/3 cup all purpose flour use more if needed see post for details,82,0.9339999999999999
baking soda,1.71428571429 teaspoon baking soda,82,0.9339999999999999
salt,0.857142857143   1/2 teaspoon salt,82,0.9339999999999999
butter,0.75 cup butter softened,83,NA
sugar,0.75 cup sugar,83,NA
brown sugar,0.75 cup brown sugar,83,NA
egg,2.0 eggs,83,NA
other,2.0 tsp vanilla,83,NA
baking soda,1.0 tsp baking soda,83,NA
salt,0.5 tsp salt,83,NA
other,2.25 cup flour,83,NA
all purpose flour,6.46153846154 cups all purpose flour,84,0.99
salt,3.69230769231 tsp salt,84,0.99
baking soda,1.84615384615 tsp baking soda,84,0.99
butter,44.3076923077 tbsp unsalted butter,84,0.99
brown sugar,"1.84615384615 cup brown sugar , packed light or dark",84,0.99
sugar,1.84615384615 cup white sugar,84,0.99
egg,3.69230769231 egg,84,0.99
egg,3.69230769231 egg yolk,84,0.99
vanilla,7.38461538462 tsp vanilla extract,84,0.99
brown sugar,"0.888888888889 cup light brown sugar, firmly packed",85,NA
sugar,0.888888888889 cup granulated sugar,85,NA
butter,0.666666666667 cup unsalted butter at room temperature,85,NA
shortening,0.666666666667 cup vegetable shortening,85,NA
salt,0.666666666667 teaspoon salt,85,NA
vanilla,2.66666666667 teaspoons vanilla extract,85,NA
other,0.333333333333 teaspoon almond extract,85,NA
other,"1.33333333333 teaspoon vinegar, cider or white",85,NA
baking soda,1.33333333333 teaspoon baking soda,85,NA
egg,1.33333333333 large egg,85,NA
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,85,NA
butter,"2.0 cup butter, softened to room temperature",86,1.0
brown sugar,"2.0 cup brown sugar, packed",86,1.0
sugar,1.33333333333 cup granulated sugar,86,1.0
egg,4.0 egg,86,1.0
vanilla,"8.0 teaspoons vanilla extract, store bought or homemade",86,1.0
all purpose flour,6.0 cup all purpose flour,86,1.0
cornstarch,8.0 teaspoons cornstarch,86,1.0
baking soda,4.0 teaspoon baking soda,86,1.0
salt,1.0 teaspoon salt,86,1.0
butter,"3.0 cup butter, softened to room temperature",87,0.9199999999999999
brown sugar,4.0 cup brown sugar,87,0.9199999999999999
sugar,2.0 cup white sugar,87,0.9199999999999999
egg,4.0 egg + 4.0 egg yolk,87,0.9199999999999999
vanilla,4.0 tbsp vanilla extract,87,0.9199999999999999
other,4.0 tsp instant espresso powder,87,0.9199999999999999
baking soda,4.0 tsp baking soda,87,0.9199999999999999
cornstarch,8.0 tsp cornstarch,87,0.9199999999999999
salt,2.0 tsp salt,87,0.9199999999999999
all purpose flour,8.0 cups all purpose flour,87,0.9199999999999999
chocolate chip,3.0 cup semi sweet chocolate chips splurge for the good stuff   i like guittard,87,0.9199999999999999
butter,"1.71428571429 cup, 1 stick, butter",89,NA
sugar,1.71428571429 cup sugar,89,NA
brown sugar,0.857142857143 cup packed brown sugar,89,NA
egg,3.42857142857 large egg,89,NA
vanilla,3.42857142857 tsp vanilla extract,89,NA
all purpose flour,5.14285714286 cups all purpose flour,89,NA
baking soda,1.71428571429 tsp baking soda,89,NA
salt,0.857142857143 tsp salt,89,NA
other,12.0 ⁄4 cups flour,90,NA
baking soda,4.8 tsp. baking soda,90,NA
salt,2.4 tsp. kosher salt,90,NA
butter,"4.8 ⁄2 cups unsalted butter, softened",90,NA
sugar,4.8 ⁄4 cups granulated sugar,90,NA
brown sugar,4.8 ⁄4 cups packed light brown sugar,90,NA
egg,7.2 eggs,90,NA
vanilla,4.8 tsp. vanilla extract,90,NA
all purpose flour,"2.0  1/4 cups all purpose flour, spooned and leveled",91,NA
other,,91,NA
baking soda,1.0 tsp baking soda,91,NA
other,,91,NA
salt,1.0 tsp salt,91,NA
other,,91,NA
butter,"1.0 cup 2 sticks unsalted butter, melted and cooled",91,NA
other,,91,NA
brown sugar,1.0 cup packed dark brown sugar,91,NA
other,,91,NA
sugar,0.5 cup white sugar,91,NA
other,,91,NA
vanilla,1.0 tbsp vanilla extract,91,NA
other,,91,NA
egg,"1.0 egg + 1.0 yolk, room temperature",91,NA
other,,91,NA
butter,"1.33333333333 pound 2 sticks unsalted butter, melted and just warm to the touch",92,NA
brown sugar,2.0 cup packed light brown sugar,92,NA
sugar,1.33333333333 cup granulated sugar,92,NA
egg,2.66666666667 egg,92,NA
vanilla,5.33333333333 teaspoons vanilla extract,92,NA
all purpose flour,4.66666666667 cups all purpose flour,92,NA
milk,5.33333333333 tablespoons nonfat milk powder,92,NA
salt,3.33333333333 teaspoons kosher salt,92,NA
baking powder,1.33333333333 teaspoon baking powder,92,NA
baking soda,0.666666666667 teaspoon baking soda,92,NA
butter,1.33333333333 cup butter,93,1.0
brown sugar,"1.33333333333 cup brown sugar, packed",93,1.0
sugar,1.33333333333 cup sugar,93,1.0
egg,2.66666666667 eggs,93,1.0
other,1.33333333333 tablespoon vanilla,93,1.0
other,4.0 cups flour,93,1.0
oat,0.333333333333 cup quick cooking oats,93,1.0
salt,1.33333333333 teaspoon kosher salt,93,1.0
baking soda,1.0 teaspoon baking soda,93,1.0
other,2.5 cups cake flour,94,NA
other,2.22222222222 cupsbread flour,94,NA
baking soda,1.66666666667 teaspoons baking soda,94,NA
baking powder,2.0 teaspoons baking powder,94,NA
butter,1.66666666667 cups 284g unsalted butter,94,NA
salt,2.0 teaspoons coarse salt,94,NA
sugar,1.5 cups granulated sugar,94,NA
brown sugar,1.66666666667 cups packed light brown sugar,94,NA
egg,"2.66666666667 large eggs, room temperature",94,NA
vanilla,2.66666666667 teaspoons mccormick vanilla extract,94,NA
all purpose flour,9.77777777778 c. all purpose flour,95,1.0
baking soda,3.66666666667 tsp. baking soda,95,1.0
cornstarch,1.33333333333 tsp. cornstarch,95,1.0
salt,3.66666666667 tsp. salt,95,1.0
butter,1.33333333333 c. 2 sticks unsalted butter,95,1.0
sugar,1.33333333333 c. granulated sugar,95,1.0
brown sugar,"1.33333333333 c. brown sugar, packed",95,1.0
vanilla,2.66666666667 tsp. vanilla extract,95,1.0
egg,2.66666666667 eggs,95,1.0
chocolate chip,"2.66666666667 c. chocolate chips semi, bittersweet or both",95,1.0
other,,95,1.0
butter,"1.2 cup 115 g unsalted butter, softened at room temperature",96,NA
sugar,"0.6 cup 50 g raw sugar i use demerara, substitute with granulated sugar if you'd like",96,NA
brown sugar,1.8 cup 150 g packed light brown sugar,96,NA
egg,2.4 large egg,96,NA
vanilla,2.4 tsp vanilla extract,96,NA
baking soda,1.8 tsp baking soda,96,NA
salt,1.2 tsp salt,96,NA
all purpose flour,4.2 cup 220 g all purpose flour,96,NA
chocolate,"360.0  200 g chocolate of your choice, roughly chopped into bite size chunks",96,NA
other,"1.8 cup 100 g chopped nuts or any other add ins, optional",96,NA
butter,1.82856685714 cup unsalted butter,97,NA
brown sugar,2.13332571429 cup light brown sugar,97,NA
sugar,1.37142857143 cup granulated sugar,97,NA
egg,2.74285714286 large eggs,97,NA
vanilla,1.37142857143 t. pure vanilla extract,97,NA
all purpose flour,5.14285714286 cup unbleached all purpose flour,97,NA
salt,2.05714285714 tsp table salt,97,NA
baking soda,1.37142857143 tsp. baking soda,97,NA
chocolate chip,16.4571428571 oz semisweet or bittersweet chocolate chips see notes above,97,NA
all purpose flour,4.5 cup all purpose flour,98,NA
baking soda,2.0 teaspoon baking soda,98,NA
salt,1.0 teaspoon of sea salt plus more for sprinkling on top,98,NA
butter,4.0 sticks 1 cup unsalted butter,98,NA
brown sugar,2.5 cup packed dark brown sugar,98,NA
sugar,0.5 cup granulated sugar,98,NA
egg,2.0 large egg plus 2.0 egg yolk,98,NA
vanilla,4.0 teaspoons vanilla extract,98,NA
butter,"2.66666666667 cup 2 sticks unsalted butter, softened *see notes",99,0.9
sugar,2.0 cup granulated sugar,99,0.9
brown sugar,2.0 cup packed light brown sugar,99,0.9
vanilla,2.66666666667 tablespoon vanilla extract,99,0.9
egg,"5.33333333333 large eggs, cold",99,0.9
all purpose flour,7.33333333333 cups all purpose flour* plus a tablespoon or two if needed,99,0.9
baking soda,2.66666666667 teaspoon baking soda,99,0.9
salt,2.66666666667 teaspoon salt  i prefer coarse sea salt,99,0.9
other,2.33333333333 cups cake flour,100,NA
other,4.44426666667 cups bread flour,100,NA
baking soda,3.33333333333 teaspoons baking soda,100,NA
baking powder,4.0 teaspoons baking powder,100,NA
salt,4.0 teaspoons coarse salt,100,NA
butter,2.66666666667  2.66666666667 /4 cups unsalted butter,100,NA
brown sugar,3.33333333333 cups light brown sugar,100,NA
sugar,3.0 cups granulated sugar,100,NA
egg,5.33333333333 large eggs,100,NA
vanilla,5.33333333333 teaspoons natural vanilla extract,100,NA
chocolate,"3.33333333333 pounds bittersweet chocolate disks or féves, at least 60 percent cacao content see note",100,NA
all purpose flour,6.0 cups of all purpose flour,101,NA
baking soda,1.5 teaspoon of baking soda,101,NA
butter,"39.0 tablespoons of butter, melted and cooled",101,NA
sugar,1.5 cup of granulated white sugar,101,NA
brown sugar,2.25 cup of firmly packed golden brown sugar,101,NA
salt,3.0 teaspoon of kosher salt,101,NA
vanilla,6.0 teaspoon of pure vanilla extract,101,NA
egg,3.0 large egg,101,NA
egg,3.0 large egg yolk,101,NA
chocolate chip,3.0 cup of semisweet chocolate chips,101,NA
butter,4.0 cup 240 g of unsalted butter,102,NA
sugar,1.0 50 g cup white sugar,102,NA
brown sugar,3.0 135 cup brown sugar,102,NA
egg,8.0 eggs,102,NA
other,4.0 tbsp 7.5ml vanilla,102,NA
other,7.0 cup 210 g flour,102,NA
salt,4.0 tsp 5 ml salt,102,NA
baking soda,4.0 tsp 5 ml baking soda,102,NA
milk,4.0 cup 150 g milk chocolate covered raisins,102,NA
chocolate chip,4.0 cup 150 g semi sweet chocolate chips,102,NA
walnut,4.0 cup 150 g candied walnuts,102,NA
other,4.0 cup 150 g of toffee bits,102,NA
all purpose flour,3.33333333333 ⁄2 cups all purpose flour,103,NA
baking soda,1.33333333333 teaspoons baking soda,103,NA
butter,"1.33333333333 cups butter, softened",103,NA
brown sugar,"1.33333333333 ⁄2 cups brown sugar, packed",103,NA
sugar,0.666666666667 ⁄2 cup white sugar,103,NA
other,1.33333333333 3 1/1.33333333333 ounce packages vanilla instant pudding mix,103,NA
egg,2.66666666667 eggs,103,NA
vanilla,1.33333333333 teaspoons vanilla extract,103,NA
chocolate chip,2.66666666667 cups semi sweet chocolate chips,103,NA
all purpose flour,2.0 cups 6 1/2 oz./200 g unbleached all purpose flour,104,NA
other,,104,NA
baking soda,1.6 tsp. baking soda,104,NA
other,,104,NA
salt,0.8 tsp. salt,104,NA
other,,104,NA
butter,"0.8 cup 1 stick/4 oz./125 g unsalted butter, at room temperature",104,NA
other,,104,NA
brown sugar,0.8 cup 3 0.8 oz./105 g firmly packed light brown sugar,104,NA
other,,104,NA
sugar,9.6 tbs. 3 oz./90 g granulated sugar,104,NA
other,,104,NA
egg,1.6 large egg,104,NA
other,,104,NA
vanilla,1.6 tsp. vanilla extract,104,NA
other,,104,NA
all purpose flour,8.0 cup plus 2 tbs. all purpose flour,105,NA
baking soda,4.0 tsp. baking soda,105,NA
salt,2.0 tsp. salt,105,NA
butter,"64.0 tbs. 1 stick unsalted butter, softened",105,NA
brown sugar,4.0 cup firmly packed dark brown sugar,105,NA
sugar,2.66666666667 cup granulated sugar,105,NA
egg,8.0 egg,105,NA
vanilla,8.0 tsp. vanilla extract,105,NA
walnut,1.33333333333 cup walnut pieces,106,NA
all purpose flour,3.0 cups all purpose flour,106,NA
baking soda,1.33333333333 tsp. baking soda,106,NA
salt,1.33333333333 tsp. kosher salt,106,NA
butter,"1.33333333333 cup 2 sticks unsalted butter, at room temperature",106,NA
sugar,0.888888888889 cup granulated sugar,106,NA
brown sugar,0.888888888889 cup firmly packed light brown sugar,106,NA
egg,"1.33333333333 whole egg, plus 1.33333333333 yolk",106,NA
other,"2.66666666667 tbs. light corn syrup, honey or maple syrup",106,NA
vanilla,2.66666666667 tsp. pure vanilla extract,106,NA
all purpose flour,4.4 cups 61/2 oz./200 g unbleached all purpose flour,107,NA
baking soda,1.6 tsp. baking soda,107,NA
salt,0.8 tsp. salt,107,NA
butter,"0.8 cup 1 stick/4 oz./125 g unsalted butter, at room temperature",107,NA
brown sugar,0.8 cup 30.8 oz./105 g firmly packed light brown sugar,107,NA
sugar,9.6 tbs. 3 oz./90 g granulated sugar,107,NA
egg,1.6 large egg,107,NA
vanilla,1.6 tsp. vanilla extract,107,NA
all purpose flour,2.5 cups all purpose flour,108,NA
baking soda,2.0 teaspoon baking soda,108,NA
salt,1.0 teaspoon salt,108,NA
butter,"1.0 cup unsalted butter, at room temperature",108,NA
brown sugar,"1.0 cup brown sugar, packed",108,NA
sugar,12.0 tablespoons granulated sugar,108,NA
egg,2.0 large egg,108,NA
vanilla,2.0 teaspoon vanilla extract,108,NA
chocolate chip,2.0 cup semi sweet chocolate chips,108,NA
chocolate chip,"1.0 cup white chocolate chips original recipe calls for 3/4 cup, but i thought it was too much and reduced to 1.0 cup",108,NA
butter,2.0 cups butter,109,NA
sugar,2.0 cups sugar,109,NA
brown sugar,2.0 cups packed brown sugar,109,NA
egg,4.0 large eggs,109,NA
other,2.0 tablespoons vanilla,109,NA
other,4.0 cups flour,109,NA
oat,5.0 cups oatmeal put in blender and make into flour,109,NA
salt,1.0 teaspoon salt,109,NA
baking powder,4.0 teaspoons baking powder,109,NA
baking soda,4.0 teaspoons baking soda,109,NA
chocolate chip,2.0 12.0 ounce bags chocolate chips,109,NA
other,"8.0 ounces hershey bars, grated",109,NA
milk,"21.0 ounces assorted dark, milk, or white chocolate not commercial chips, roughly chopped",110,0.8800000000000001
all purpose flour,"18.75 ounces all purpose flour, such as gold medal",110,0.8800000000000001
butter,"12.0 ounces unsalted butter, soft but cool, about 65°f 18°c",110,0.8800000000000001
sugar,10.875 ounces white sugar,110,0.8800000000000001
brown sugar,12.0 ounces light brown sugar,110,0.8800000000000001
vanilla,0.75 ounce vanilla extract,110,0.8800000000000001
salt,"3.0 teaspoons diamond crystal kosher salt, plus more for sprinkling; for table salt, use about half as much by volume or the same weight",110,0.8800000000000001
baking soda,1.5 teaspoon baking soda,110,0.8800000000000001
baking powder,0.75 teaspoon baking powder,110,0.8800000000000001
other,0.1875 teaspoon grated nutmeg,110,0.8800000000000001
butter,"1.06666666667 cup unsalted butter , melted and cooled at least 10 minutes 226g",111,NA
brown sugar,1.33333333333 cup brown sugar tightly packed 250g,111,NA
sugar,0.533333333333 cup sugar 100g,111,NA
egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,111,NA
vanilla,1.6 teaspoon vanilla extract,111,NA
all purpose flour,2.93333333333 cups all purpose flour 350g,111,NA
cornstarch,2.13333333333 teaspoons cornstarch,111,NA
baking soda,1.06666666667 teaspoon baking soda,111,NA
salt,0.8 teaspoon salt,111,NA
chocolate chip,"1.86666666667 cup semisweet chocolate chips plus additional for tops, optional 300g + additional",111,NA
all purpose flour,5.33333333333 cups plus 3 tablespoons all purpose flour,112,NA
salt,2.0 teaspoon salt,112,NA
baking soda,2.0 teaspoon baking soda,112,NA
butter,"5.33333333333 sticks butter, at room temperature",112,NA
sugar,2.66666666667 cup granulated sugar,112,NA
brown sugar,0.888888888889 cup dark brown sugar,112,NA
brown sugar,0.888888888889 cup light brown sugar,112,NA
egg,5.33333333333 large eggs,112,NA
vanilla,4.0 teaspoons vanilla extract,112,NA
chocolate,"2.66666666667 5 ounce block high quality semisweet chocolate, chopped",112,NA
salt,1.14285714286 cup salted butter/softened at room temperature,113,NA
brown sugar,0.857142857143 cup light brown sugar – press brown sugar down when measuring,113,NA
