Ingredient,Text,Recipe_Index,Rating,Quantity,Unit
baking soda,1.84615384615 teaspoon baking soda,Misc_14,NA,1.846153846,teaspoon
baking soda,1.06666666667 teaspoon baking soda,Misc_15,1,1.066666667,teaspoon
baking soda,1.33333333333 teaspoons baking soda,Misc_16,0.9,1.333333333,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_17,0.9,1,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_18,0.88,1.333333333,teaspoon
baking soda,1.5 teaspoon baking soda,Misc_19,0.98,1.5,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_20,0.96,2,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_21,NA,2,teaspoon
baking soda,0.75 teaspoon baking soda,Misc_22,NA,0.75,teaspoon
baking soda,1.5 teaspoon baking soda,Misc_23,0.9,1.5,teaspoon
baking soda,2.0 ⁄4 teaspoon baking soda,Misc_24,0.9,2,teaspoon
baking soda,2.0 tsp. baking soda,Misc_25,NA,2,teaspoon
baking soda,2.5 teaspoons baking soda,Misc_26,0.9,2.5,teaspoon
baking soda,2.5 teaspoons baking soda,Misc_27,NA,2.5,teaspoon
baking soda,2.5 teaspoons baking soda,Misc_28,0.98,2.5,teaspoon
baking soda,0.666666666667 teaspoon baking soda,Misc_29,NA,0.666666667,teaspoon
baking soda,2.4 teaspoon baking soda,Misc_30,1,2.4,teaspoon
baking soda,0.4 teaspoon baking soda,Misc_31,0.8,0.4,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_32,NA,2,teaspoon
baking soda,0.96 tsp baking soda,Misc_33,NA,0.96,teaspoon
baking soda,3.42857142857 teaspoon baking soda,Misc_34,NA,3.428571429,teaspoon
baking soda,0.923076923077 teaspoon baking soda,Misc_35,0.6,0.923076923,teaspoon
baking soda,1.875 tsp baking soda,Misc_36,0.982,1.875,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_37,0.8,1.333333333,teaspoon
baking soda,1.6 teaspoon baking soda,Misc_38,NA,1.6,teaspoon
baking soda,0.8 teaspoon baking soda,Misc_39,NA,0.8,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_40,NA,1,teaspoon
baking soda,1.2 teaspoon baking soda,Misc_41,NA,1.2,teaspoon
baking soda,1.6 teaspoon baking soda,Misc_42,NA,1.6,teaspoon
baking soda,1.26315789474 teaspoon baking soda,Misc_43,NA,1.263157895,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_44,NA,1,teaspoon
baking soda,1.33333333333 teaspoon baker’s corner baking soda,Misc_45,NA,1.333333333,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_46,NA,2,teaspoon
baking soda,0.571428571429 teaspoon baking soda,Misc_47,NA,0.571428571,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_48,NA,1.333333333,teaspoon
baking soda,"2.0 	teaspoons baking soda",Misc_49,NA,2,teaspoon
baking soda,"2.0 	teaspoon baking soda",Misc_50,NA,2,teaspoon
baking soda,"0.8 	teaspoon baking soda",Misc_51,NA,0.8,teaspoon
baking soda,"0.72 	teaspoon baking soda",Misc_52,NA,0.72,teaspoon
baking soda,"1.5 	teaspoon baking soda",Misc_53,NA,1.5,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_54,NA,1,teaspoon
baking soda,0.571428571429 teaspoon baking soda,Misc_55,NA,0.571428571,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_56,NA,2,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_61,NA,1,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_62,NA,2,teaspoon
baking soda,0.888888888889 teaspoon baking soda,Misc_63,NA,0.888888889,teaspoon
baking soda,1.2 teaspoon baking soda,Misc_64,NA,1.2,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_65,NA,1,teaspoon
baking soda,1.0 tsp. baking soda,Misc_67,0.88,1,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_68,NA,1,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_69,0.92,2,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_70,1,1.333333333,teaspoon
baking soda,2.76923076923 teaspoon baking soda,Misc_71,1,2.769230769,teaspoon
baking soda,2.4 teaspoon baking soda,Misc_72,NA,2.4,teaspoon
baking soda,1.0 tsp baking soda,Misc_73,NA,1,teaspoon
baking soda,1.33333333333 tsp. baking soda,Misc_74,0.92,1.333333333,teaspoon
baking soda,2.66666666667 teaspoons baking soda,Misc_75,NA,2.666666667,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_76,NA,2,teaspoon
baking soda,1.14285714286 teaspoon baking soda,Misc_77,NA,1.142857143,teaspoon
baking soda,2.4 teaspoon | 5g baking soda,Misc_78,NA,2.4,teaspoon
baking soda,3.42857142857 teaspoon baking soda,Misc_79,NA,3.428571429,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_80,NA,2,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_81,1,1.333333333,teaspoon
baking soda,1.71428571429 teaspoon baking soda,Misc_82,0.934,1.714285714,teaspoon
baking soda,1.0 tsp baking soda,Misc_83,NA,1,teaspoon
baking soda,1.84615384615 tsp baking soda,Misc_84,0.99,1.846153846,teaspoon
baking soda,1.33333333333 teaspoon baking soda,Misc_85,NA,1.333333333,teaspoon
baking soda,4.0 teaspoon baking soda,Misc_86,1,4,teaspoon
baking soda,4.0 tsp baking soda,Misc_87,0.92,4,teaspoon
baking soda,1.71428571429 tsp baking soda,Misc_89,NA,1.714285714,teaspoon
baking soda,4.8 tsp. baking soda,Misc_90,NA,4.8,teaspoon
baking soda,1.0 tsp baking soda,Misc_91,NA,1,teaspoon
baking soda,0.666666666667 teaspoon baking soda,Misc_92,NA,0.666666667,teaspoon
baking soda,1.0 teaspoon baking soda,Misc_93,1,1,teaspoon
baking soda,1.66666666667 teaspoons baking soda,Misc_94,NA,1.666666667,teaspoon
baking soda,3.66666666667 tsp. baking soda,Misc_95,1,3.666666667,teaspoon
baking soda,1.8 tsp baking soda,Misc_96,NA,1.8,teaspoon
baking soda,1.37142857143 tsp. baking soda,Misc_97,NA,1.371428571,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_98,NA,2,teaspoon
baking soda,2.66666666667 teaspoon baking soda,Misc_99,0.9,2.666666667,teaspoon
baking soda,3.33333333333 teaspoons baking soda,Misc_100,NA,3.333333333,teaspoon
baking soda,1.5 teaspoon of baking soda,Misc_101,NA,1.5,teaspoon
baking soda,4.0 tsp 5 ml baking soda,Misc_102,NA,4,teaspoon
baking soda,1.33333333333 teaspoons baking soda,Misc_103,NA,1.333333333,teaspoon
baking soda,1.6 tsp. baking soda,Misc_104,NA,1.6,teaspoon
baking soda,4.0 tsp. baking soda,Misc_105,NA,4,teaspoon
baking soda,1.33333333333 tsp. baking soda,Misc_106,NA,1.333333333,teaspoon
baking soda,1.6 tsp. baking soda,Misc_107,NA,1.6,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_108,NA,2,teaspoon
baking soda,4.0 teaspoons baking soda,Misc_109,NA,4,teaspoon
baking soda,1.5 teaspoon baking soda,Misc_110,0.88,1.5,teaspoon
baking soda,1.06666666667 teaspoon baking soda,Misc_111,NA,1.066666667,teaspoon
baking soda,2.0 teaspoon baking soda,Misc_112,NA,2,teaspoon
baking soda,1.14285714286 teaspoon baking soda,Misc_113,NA,1.142857143,teaspoon
baking soda,1.6 teaspoon baking soda,Misc_114,0.82,1.6,teaspoon
bourbon,4.0 tablespoons kentucky bourbon,AR_97,0.933333302,4,tablespoon
bread flour,0.177777777778 cups unbleached bread flour,E_146,0.5,0.177777778,cup
bread flour,6.66666666667 cups bread flour,Misc_1,1,6.666666667,cup
bread flour,1.33333333333 cup/150 grams bread flour,Misc_3,0.8,1.333333333,cup
bread flour,24.0 ounces bread flour,Misc_21,NA,3,cup
bread flour,"2.66666666667 	cups bread flour",Misc_49,NA,2.666666667,cup
bread flour,2.22222222222 cupsbread flour,Misc_94,NA,2.222222222,cup
bread flour,4.44426666667 cups bread flour,Misc_100,NA,4.444266667,cup
brown rice flour,1.33333333333 cups brown rice flour mix,E_197,0.875,1.333333333,cup
brown sugar,1.0 cup packed brown sugar,AR_1,0.920724583,1,cup
brown sugar,0.4444444444444444 cup packed brown sugar,AR_2,0.937981987,0.444444444,cup
brown sugar,0.75 cup packed brown sugar,AR_3,0.917986774,0.75,cup
brown sugar,1.0 cup brown sugar,AR_4,0.922985077,1,cup
brown sugar,0.75 cup packed brown sugar,AR_5,0.937341785,0.75,cup
brown sugar,1.0 cup packed brown sugar,AR_7,0.896335125,1,cup
brown sugar,1.5 cup brown sugar,AR_8,0.942446041,1.5,cup
brown sugar,0.8 cup packed light brown sugar,AR_10,0.905162048,0.8,cup
brown sugar,1.3333333333333333 cup packed brown sugar,AR_11,0.902891922,1.333333333,cup
brown sugar,1.0 cup packed brown sugar,AR_12,0.873469353,1,cup
brown sugar,2.0 cup packed brown sugar,AR_13,0.909016418,2,cup
brown sugar,0.6666666666666666 cup packed brown sugar,AR_14,0.90666666,0.666666667,cup
brown sugar,0.75 cup packed light brown sugar,AR_15,0.924302769,0.75,cup
brown sugar,1.1428571428571428 cups packed brown sugar,AR_16,0.85882349,1.142857143,cup
brown sugar,0.6666666666666666 cup brown sugar,AR_19,0.880000019,0.666666667,cup
brown sugar,3.333333333333333 cups packed brown sugar,AR_21,0.881944466,3.333333333,cup
brown sugar,1.0 cup packed brown sugar,AR_26,0.9,1,cup
brown sugar,1.5 cups packed brown sugar,AR_28,0.873333359,1.5,cup
brown sugar,0.25 cup light brown sugar,AR_30,0.859829044,0.25,cup
brown sugar,1.6 cups brown sugar,AR_32,0.830769253,1.6,cup
brown sugar,1.3333333333333333 cup packed brown sugar,AR_33,0.826666641,1.333333333,cup
brown sugar,1.3333333333333333 cup brown sugar,AR_35,0.843636322,1.333333333,cup
brown sugar,2.0 cups packed brown sugar,AR_37,0.8,2,cup
brown sugar,1.0 cup packed brown sugar,AR_39,0.6,1,cup
brown sugar,2.0 cup packed brown sugar,AR_43,0.828866005,2,cup
brown sugar,0.75 cup packed brown sugar,AR_45,0.821052647,0.75,cup
brown sugar,3.0 cup brown sugar,AR_47,0.7125,3,cup
brown sugar,1.5 cup packed brown sugar,AR_48,0.677777767,1.5,cup
brown sugar,1.0 cup packed brown sugar,AR_49,0.592592573,1,cup
brown sugar,2.0 cup packed brown sugar,AR_53,0.692473125,2,cup
brown sugar,0.5 cup brown sugar,AR_54,0.723741007,0.5,cup
brown sugar,1.5 cup packed brown sugar,AR_55,0.385714293,1.5,cup
brown sugar,1.0 cup packed brown sugar,AR_57,0.595505619,1,cup
brown sugar,1.5 cup brown sugar,AR_66,0.902002907,1.5,cup
brown sugar,0.75 cup light brown sugar,AR_67,0.939130402,0.75,cup
brown sugar,0.75 cup packed light brown sugar,AR_69,0.920792103,0.75,cup
brown sugar,0.8 cup packed brown sugar,AR_70,0.91003809,0.8,cup
brown sugar,0.75 cup packed brown sugar,AR_78,0.915186214,0.75,cup
brown sugar,1.0 cup brown sugar,AR_79,0.633333349,1,cup
brown sugar,4.0 cup packed brown sugar,AR_84,0.905737686,4,cup
brown sugar,0.75 cup brown sugar,AR_88,0.955555534,0.75,cup
brown sugar,0.6000000000000001 cup packed brown sugar,AR_89,0.909890079,0.6,cup
brown sugar,1.5 cup packed brown sugar,AR_90,0.902608681,1.5,cup
brown sugar,1.5 cup packed brown sugar,AR_91,0.928301907,1.5,cup
brown sugar,2.4000000000000004 cups packed brown sugar,AR_95,0.844067764,2.4,cup
brown sugar,1.3333333333333333 cup brown sugar,AR_96,0.818181801,1.333333333,cup
brown sugar,0.8 cup packed brown sugar,AR_97,0.933333302,0.8,cup
brown sugar,2.0 cups packed brown sugar,AR_98,0.90666666,2,cup
brown sugar,0.7384615384615385 cups packed brown sugar,AR_101,0.6,0.738461538,cup
brown sugar,1.0 cup brown sugar,AR_102,0.9375,1,cup
brown sugar,0.4 cup packed brown sugar,AR_103,0.88125,0.4,cup
brown sugar,3.0 cup packed brown sugar,AR_107,0.927272701,3,cup
brown sugar,0.5714285714285714 cup packed brown sugar,AR_108,0.867741966,0.571428571,cup
brown sugar,0.6666666666666666 cup packed brown sugar,AR_109,0.871794891,0.666666667,cup
brown sugar,1.0 cup packed light brown sugar,AR_110,0.868292713,1,cup
brown sugar,2.0 cup packed brown sugar,AR_111,1,2,cup
brown sugar,0.25 cup packed brown sugar,AR_116,0.847999954,0.25,cup
brown sugar,0.4 cup packed brown sugar,AR_118,0.830769253,0.4,cup
brown sugar,1.25 cups packed brown sugar,AR_119,0.845714283,1.25,cup
brown sugar,1.5 cup brown sugar,AR_128,0.714285707,1.5,cup
brown sugar,1.0 cup packed brown sugar,AR_140,0.584615374,1,cup
brown sugar,1.3333333333333333 cup packed brown sugar,AR_141,0.784615374,1.333333333,cup
brown sugar,1.5 cup packed brown sugar,AR_142,0.671428585,1.5,cup
brown sugar,1.0 cup packed brown sugar,AR_144,0.442857122,1,cup
brown sugar,1.0 cups packed brown sugar,AR_155,0.931135178,1,cup
brown sugar,4.0 cup packed brown sugar,AR_156,0.924294472,4,cup
brown sugar,0.75 cup packed brown sugar,AR_164,0.917012405,0.75,cup
brown sugar,2.6666666666666665 cups brown sugar,AR_169,0.873728848,2.666666667,cup
brown sugar,1.5 cup brown sugar,AR_195,0.585714293,1.5,cup
brown sugar,1.0 cup packed brown sugar,AR_197,0.706521749,1,cup
brown sugar,1.0 cup packed brown sugar,AR_218,0.877419376,1,cup
brown sugar,4.0 cups brown sugar,AR_256,0.870253181,4,cup
brown sugar,0.5 cup packed brown sugar,AR_280,NA,0.5,cup
brown sugar,1.8 cup packed light brown sugar,E_21,0.75,1.8,cup
brown sugar,1.8 cup packed golden brown sugar,E_26,0.875,1.8,cup
brown sugar,0.8 cup firmly packed light brown sugar,E_79,0.75,0.8,cup
brown sugar,4.0 cup firmly packed brown sugar,E_88,0.375,4,cup
brown sugar,0.75 cup packed light brown sugar,E_89,0.875,0.75,cup
brown sugar,0.6 cup packed brown sugar,E_91,1,0.6,cup
brown sugar,6.0 tablespoons brown sugar,E_133,0.75,0.375,cup
brown sugar,0.0888888888889 cup light brown sugar,E_146,0.5,0.088888889,cup
brown sugar,96.0 tablespoons soft brown sugar,E_169,0.5,6,cup
brown sugar,0.333333333333 cup packed brown sugar,E_197,0.875,0.333333333,cup
brown sugar,1.5 cup packed light brown sugar,E_215,0.875,1.5,cup
brown sugar,1.0 cup firmly packed light brown sugar,E_220,0.75,1,cup
brown sugar,2.57142857143 cups packed light brown sugar,E_230,0.875,2.571428571,cup
brown sugar,2.0 cup packed golden brown sugar,E_258,0.75,2,cup
brown sugar,1.0 cup packed light brown sugar,E_362,0.625,1,cup
brown sugar,1.14285714286 cup packed golden brown sugar,E_375,0.75,1.142857143,cup
brown sugar,2.18181818182 cup  brown sugar,E_399,1,2.181818182,cup
brown sugar,0.213333333333 cup packed light brown sugar,E_509,0.75,0.213333333,cup
brown sugar,5.0 cups light brown sugar,Misc_1,1,5,cup
brown sugar,0.5 cup light brown sugar 0.5 cup packed,Misc_2,1,0.5,cup
brown sugar,0.666666666667 cup/100 grams packed dark brown sugar,Misc_3,0.8,0.666666667,cup
brown sugar,1.2 cup/55 grams packed light or dark brown sugar,Misc_4,0.8,1.2,cup
brown sugar,2.18181818182 cups packed light brown sugar,Misc_5,0.8,2.181818182,cup
brown sugar,1.0 cup packed light brown sugar,Misc_6,0.8,1,cup
brown sugar,2.4 cups packed light brown sugar,Misc_7,0.8,2.4,cup
brown sugar,0.872727272727 cup dark brown sugar packed,Misc_8,1,0.872727273,cup
brown sugar,0.75 cup packed brown sugar,Misc_9,0.86,0.75,cup
brown sugar,1.2 cup packed dark brown sugar,Misc_10,0.84,1.2,cup
brown sugar,0.6 cup packed brown sugar,Misc_11,0.86,0.6,cup
brown sugar,1.0 cup firmly packed light brown sugar,Misc_12,0.984,1,cup
brown sugar,1.33333333333 cup packed light brown sugar,Misc_13,0.6,1.333333333,cup
brown sugar,2.30769230769 cups 247 grams lightly packed brown sugar,Misc_14,NA,2.307692308,cup
brown sugar,1.33333333333 cup brown sugar tightly packed 250g,Misc_15,1,1.333333333,cup
brown sugar,0.833333333333 cups packed brown sugar,Misc_16,0.9,0.833333333,cup
brown sugar,1.25 cups firmly packed brown sugar,Misc_17,0.9,1.25,cup
brown sugar,0.888888888889 cup light brown sugar firmly packed,Misc_18,0.88,0.888888889,cup
brown sugar,2.25 cups light brown sugar packed 300g,Misc_19,0.98,2.25,cup
brown sugar,2.0 cup light brown sugar,Misc_20,0.96,2,cup
brown sugar,16.0 ounces light brown sugar,Misc_21,NA,2,cup
brown sugar,1.0 cup packed dark brown sugar preferably molasses sugar,Misc_22,NA,1,cup
brown sugar,0.666666666667 cup brown sugar,Misc_24,0.9,0.666666667,cup
brown sugar,1.5 cup lightly packed brown sugar,Misc_25,NA,1.5,cup
brown sugar,2.0 cup packed brown sugar,Misc_26,0.9,2,cup
brown sugar,2.0 cup 200 grams packed brown sugar,Misc_27,NA,2,cup
brown sugar,2.0 cup 200 grams packed brown sugar,Misc_28,0.98,2,cup
brown sugar,1.33333333333 cup brown sugar,Misc_29,NA,1.333333333,cup
brown sugar,1.8 cup brown sugar packed,Misc_30,1,1.8,cup
brown sugar,0.8 cup packed brown sugar,Misc_31,0.8,0.8,cup
brown sugar,5.5 cup brown sugar,Misc_32,NA,5.5,cup
brown sugar,0.72 cup brown sugar packed,Misc_33,NA,0.72,cup
brown sugar,9.42857142857 cups  light brown sugar,Misc_34,NA,9.428571429,cup
brown sugar,0.461538461538 cup packed brown sugar,Misc_35,0.6,0.461538462,cup
brown sugar,1.875 cups dark brown sugar,Misc_36,0.982,1.875,cup
brown sugar,0.666666666667 cup dark brown sugar,Misc_37,0.8,0.666666667,cup
brown sugar,0.666666666667 cup light brown sugar,Misc_37,0.8,0.666666667,cup
brown sugar,1.6 cup firmly packed light brown sugar,Misc_38,NA,1.6,cup
brown sugar,0.6 cup light brown sugar packed,Misc_39,NA,0.6,cup
brown sugar,0.75 cup 160 grams firmly packed light brown sugar,Misc_40,NA,0.75,cup
brown sugar,0.9 cup packed brown sugar light or dark but we prefer dark!,Misc_41,NA,0.9,cup
brown sugar,1.6 cup brown sugar,Misc_42,NA,1.6,cup
brown sugar,1.26315789474 cup 200 grams brown sugar,Misc_43,NA,1.263157895,cup
brown sugar,2.0 cup brown sugar,Misc_44,NA,2,cup
brown sugar,0.666666666667 cup packed baker’s corner brown sugar,Misc_45,NA,0.666666667,cup
brown sugar,1.0 cup packed brown sugar i always use dark,Misc_46,NA,1,cup
brown sugar,0.428571428571 cup firmly packed brown sugar,Misc_47,NA,0.428571429,cup
brown sugar,0.888888888889 cup light brown sugar firmly packed,Misc_48,NA,0.888888889,cup
brown sugar,"2.0 	cups packed brown sugar",Misc_49,NA,2,cup
brown sugar,"2.0 	cup light or dark brown sugar tightly packed",Misc_50,NA,2,cup
brown sugar,"0.711111111111 	cup packed light brown sugar",Misc_51,NA,0.711111111,cup
brown sugar,"0.72 	cup 150 grams packed light brown sugar",Misc_52,NA,0.72,cup
brown sugar,"2.25 	cups packed dark brown sugar",Misc_53,NA,2.25,cup
brown sugar,1.66666666667 cups firmly packed light brown sugar,Misc_54,NA,1.666666667,cup
brown sugar,1.14285714286 cup firmly packed light muscavado sugar or dark brown sugar,Misc_55,NA,1.142857143,cup
brown sugar,1.5 cup 150g packed dark brown sugar,Misc_56,NA,1.5,cup
brown sugar,3.0 cups brown sugar,Misc_60,NA,3,cup
brown sugar,0.75 cup brown sugar packed,Misc_61,NA,0.75,cup
brown sugar,2.0 cup brown sugar,Misc_62,NA,2,cup
brown sugar,1.33333333333 cup light brown sugar,Misc_63,NA,1.333333333,cup
brown sugar,0.9 cup dark brown sugar firmly packed,Misc_64,NA,0.9,cup
brown sugar,0.75 cup packed light brown sugar,Misc_65,NA,0.75,cup
brown sugar,1.0 cup packed brown sugar,Misc_67,0.88,1,cup
brown sugar,0.5 cup 54 g brown sugar packed,Misc_68,NA,0.5,cup
brown sugar,1.0 cup packed light brown sugar,Misc_69,0.92,1,cup
brown sugar,1.33333333333 cup brown sugar light or dark,Misc_70,1,1.333333333,cup
brown sugar,1.2 cup 50 g packed brown sugar,Misc_72,NA,1.2,cup
brown sugar,1.0 cup tightly packed light brown sugar,Misc_73,NA,1,cup
brown sugar,1.33333333333 cup brown sugar,Misc_74,0.92,1.333333333,cup
brown sugar,2.66666666667 cups firmly packed brown sugar,Misc_75,NA,2.666666667,cup
brown sugar,2.0 cup brown sugar packed,Misc_76,NA,2,cup
brown sugar,2.66285714286 cups light brown sugar,Misc_77,NA,2.662857143,cup
brown sugar,1.6 cup | 150g brown sugar,Misc_78,NA,1.6,cup
brown sugar,2.57142857143 cup light brown sugar packed,Misc_79,NA,2.571428571,cup
brown sugar,1.0 cup light brown sugar dark brown is fine too,Misc_80,NA,1,cup
brown sugar,2.66666666667 cup light brown sugar,Misc_81,1,2.666666667,cup
brown sugar,1.71428571429 cup packed brown sugar light or dark,Misc_82,0.934,1.714285714,cup
brown sugar,0.75 cup brown sugar,Misc_83,NA,0.75,cup
brown sugar,1.84615384615 cup brown sugar  packed light or dark,Misc_84,0.99,1.846153846,cup
brown sugar,0.888888888889 cup light brown sugar firmly packed,Misc_85,NA,0.888888889,cup
brown sugar,2.0 cup brown sugar packed,Misc_86,1,2,cup
brown sugar,4.0 cup brown sugar,Misc_87,0.92,4,cup
brown sugar,0.857142857143 cup packed brown sugar,Misc_89,NA,0.857142857,cup
brown sugar,4.8 ⁄4 cups packed light brown sugar,Misc_90,NA,4.8,cup
brown sugar,1.0 cup packed dark brown sugar,Misc_91,NA,1,cup
brown sugar,2.0 cup packed light brown sugar,Misc_92,NA,2,cup
brown sugar,1.33333333333 cup brown sugar packed,Misc_93,1,1.333333333,cup
brown sugar,1.66666666667 cups packed light brown sugar,Misc_94,NA,1.666666667,cup
brown sugar,1.8 cup 150 g packed light brown sugar,Misc_96,NA,1.8,cup
brown sugar,2.13332571429 cup light brown sugar,Misc_97,NA,2.133325714,cup
brown sugar,2.5 cup packed dark brown sugar,Misc_98,NA,2.5,cup
brown sugar,2.0 cup packed light brown sugar,Misc_99,0.9,2,cup
brown sugar,3.33333333333 cups light brown sugar,Misc_100,NA,3.333333333,cup
brown sugar,2.25 cup of firmly packed golden brown sugar,Misc_101,NA,2.25,cup
brown sugar,3.0 135 cup brown sugar,Misc_102,NA,3,cup
brown sugar,1.33333333333 ⁄2 cups brown sugar packed,Misc_103,NA,1.333333333,cup
brown sugar,0.8 cup firmly packed light brown sugar,Misc_104,NA,0.8,cup
brown sugar,4.0 cup firmly packed dark brown sugar,Misc_105,NA,4,cup
brown sugar,0.888888888889 cup firmly packed light brown sugar,Misc_106,NA,0.888888889,cup
brown sugar,0.8 cup firmly packed light brown sugar,Misc_107,NA,0.8,cup
brown sugar,1.0 cup brown sugar packed,Misc_108,NA,1,cup
brown sugar,2.0 cups packed brown sugar,Misc_109,NA,2,cup
brown sugar,12.0 ounces light brown sugar,Misc_110,0.88,1.5,cup
brown sugar,1.33333333333 cup brown sugar tightly packed 250g,Misc_111,NA,1.333333333,cup
brown sugar,0.888888888889 cup dark brown sugar,Misc_112,NA,0.888888889,cup
brown sugar,0.888888888889 cup light brown sugar,Misc_112,NA,0.888888889,cup
brown sugar,0.857142857143 cup light brown sugar – press brown sugar down when measuring,Misc_113,NA,0.857142857,cup
brown sugar,1.2 cup packed light brown sugar,Misc_114,0.82,1.2,cup
brown sugar,0.666666666667 cup dark brown muscavado sugar,Misc_23,0.9,0.666666667,cup
butter,1.0 cup butter softened,AR_1,0.920724583,1,cup
butter,0.6666666666666666 cup butter,AR_2,0.937981987,0.666666667,cup
butter,1.0 cup butter softened,AR_3,0.917986774,1,cup
butter,1.0 cup butter,AR_4,0.922985077,1,cup
butter,1.0 cup butter softened,AR_5,0.937341785,1,cup
butter,1.0 cup butter softened,AR_7,0.896335125,1,cup
butter,2.0 cup butter softened,AR_8,0.942446041,2,cup
butter,0.5333333333333333 cup butter softened,AR_10,0.905162048,0.533333333,cup
butter,1.3333333333333333 cup butter,AR_11,0.902891922,1.333333333,cup
butter,1.0 cup butter softened,AR_12,0.873469353,1,cup
butter,0.6666666666666666 cup unsalted butter,AR_14,0.90666666,0.666666667,cup
butter,1.1428571428571428 cups butter,AR_16,0.85882349,1.142857143,cup
butter,0.5 cup butter softened,AR_23,0.869999981,0.5,cup
butter,1.0 cup butter,AR_26,0.9,1,cup
butter,1.0 cup butter softened,AR_27,0.876923084,1,cup
butter,0.5 cup butter softened,AR_30,0.859829044,0.5,cup
butter,0.6666666666666666 cup butter,AR_33,0.826666641,0.666666667,cup
butter,2.0 cup butter softened,AR_35,0.843636322,2,cup
butter,2.0 cups butter softened,AR_37,0.8,2,cup
butter,0.5 cup butter softened,AR_39,0.6,0.5,cup
butter,0.5 cup unsalted butter,AR_39,0.6,0.5,cup
butter,1.5 cup butter,AR_48,0.677777767,1.5,cup
butter,1.6666666666666665 cups unsalted butter,AR_49,0.592592573,1.666666667,cup
butter,0.6666666666666666 cup butter melted,AR_52,0.476190472,0.666666667,cup
butter,1.0 cup butter softened,AR_55,0.385714293,1,cup
butter,1.0 cup butter,AR_57,0.595505619,1,cup
butter,1.5 cup unsalted butter very soft,AR_67,0.939130402,1.5,cup
butter,1.5 cup unsalted butter,AR_69,0.920792103,1.5,cup
butter,0.8 cup butter softened,AR_70,0.91003809,0.8,cup
butter,1.0 cup butter,AR_78,0.915186214,1,cup
butter,2.0 cup butter,AR_79,0.633333349,2,cup
butter,2.0 cup unsalted butter,AR_84,0.905737686,2,cup
butter,2.0 cup butter chilled,AR_90,0.902608681,2,cup
butter,1.0 cup butter softened,AR_91,0.928301907,1,cup
butter,1.6 cup butter softened,AR_95,0.844067764,1.6,cup
butter,0.6666666666666666 cup butter softened,AR_96,0.818181801,0.666666667,cup
butter,0.8 cup butter softened,AR_97,0.933333302,0.8,cup
butter,1.3333333333333335 cups butter,AR_98,0.90666666,1.333333333,cup
butter,1.0 cup butter,AR_99,0.858333302,1,cup
butter,0.6666666666666666 cup butter softened,AR_102,0.9375,0.666666667,cup
butter,0.8 cup butter softened,AR_103,0.88125,0.8,cup
butter,1.0 cup butter,AR_110,0.868292713,1,cup
butter,1.0 cup butter softened,AR_111,1,1,cup
butter,1.5 cups butter softened,AR_119,0.845714283,1.5,cup
butter,2.0 cup butter melted,AR_128,0.714285707,2,cup
butter,1.3333333333333333 cup butter,AR_140,0.584615374,1.333333333,cup
butter,16.0 tablespoons butter,AR_142,0.671428585,1,cup
butter,1.0 cup butter softened,AR_144,0.442857122,1,cup
butter,1.3333333333333333 cups butter softened,AR_155,0.931135178,1.333333333,cup
butter,3.0 cup unsalted butter melted,AR_156,0.924294472,3,cup
butter,1.0 cup butter softened,AR_164,0.917012405,1,cup
butter,1.3333333333333333 cup butter melted,AR_169,0.873728848,1.333333333,cup
butter,2.0 cup butter softened,AR_195,0.585714293,2,cup
butter,1.3333333333333333 cup unsalted butter softened,AR_196,0.785929632,1.333333333,cup
butter,2.0 cup butter,AR_197,0.706521749,2,cup
butter,2.0 cup butter softened,AR_256,0.870253181,2,cup
butter,2.75 cups unsalted butter room temperature,E_21,0.75,2.75,cup
butter,1.2 cup 1 stick unsalted butter room temperature,E_26,0.875,1.2,cup
butter,3.2 sticks 1 cup unsalted butter softened,E_79,0.75,3.2,cup
butter,9.6 ounces unsalted butter at room temperature,E_87,0.75,1.2,cup
butter,8.0 cup unsalted butter at room temperature,E_88,0.375,8,cup
butter,1.0 cup 2 sticks unsalted butter cut into small cubes at room temperature,E_89,0.875,1,cup
