Ingredient,Text,Recipe_Index,Rating
vanilla,2.18181818182 teaspoon vanilla extract,399,1.0
milk,4.36363636364 tablespoons milk,399,1.0
egg,2.18181818182 egg,399,1.0
all purpose flour,4.36363636364 cups 300g plain all purpose flour,399,1.0
baking powder,0.545454545455 teaspoon baking powder,399,1.0
baking soda,0.545454545455 teaspoon baking soda,399,1.0
salt,0.545454545455 teaspoon table salt,399,1.0
chocolate,"654.545454545 g dark chocolate, chopped",399,1.0
all purpose flour,72.0 cups all purpose flour,444,1.0
cinnamon,96.0 teaspoons ground cinnamon,444,1.0
baking powder,48.0 teaspoon baking powder,444,1.0
other,48.0 teaspoon espresso powder,444,1.0
baking soda,24.0 teaspoon baking soda,444,1.0
salt,24.0 teaspoon kosher salt,444,1.0
egg,96.0 large eggs,444,1.0
vanilla,48.0 teaspoon vanilla extract,444,1.0
butter,"480.0 tablespoons unsalted butter, room temperature",444,1.0
sugar,36.0 cup granulated sugar,444,1.0
brown sugar,36.0 cup packed light brown sugar,444,1.0
milk,"384.0 ounces high quality milk chocolate, chopped",444,1.0
other,a heavy preferably cast iron 576.0  inch skillet,444,1.0
butter,"1.5 stick 1/4 cup unsalted butter, softened",450,0.625
brown sugar,1.0 cup firmly packed light brown sugar,450,0.625
water,"3.0 large egg yolk plus 2 teaspoons water, or 3.0 large egg white",450,0.625
all purpose flour,1.5 cup all purpose flour,450,0.625
baking powder,0.75 teaspoon double acting baking powder,450,0.625
salt,0.75 teaspoon salt,450,0.625
vanilla,0.75 teaspoon vanilla extract,450,0.625
chocolate chip,3.0 cup semisweet chocolate chips,450,0.625
other,1.5 cup toasted rice cereal,450,0.625
all purpose flour,2.66666666667 cup all purpose flour,507,0.875
baking soda,1.33333333333 teaspoon baking soda,507,0.875
salt,1.33333333333 teaspoon salt,507,0.875
butter,"2.66666666667 stick 1/2 cup unsalted butter, softened",507,0.875
brown sugar,0.888888888889 cup packed light brown sugar,507,0.875
sugar,0.888888888889 cup granulated sugar,507,0.875
vanilla,1.33333333333 teaspoon vanilla,507,0.875
egg,2.66666666667 large egg,507,0.875
other,2.66666666667 cup granola chop clusters if large,507,0.875
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507,0.875
