PC1,PC2,Cluster,Sentence
-0.86008049 ,-0.16181215 ,3 , "Add  the  vanilla  and  mix  thoroughly. "
-0.50657610 ,0.23920462 ,4 , "In  a  1  gallon  plastic  food  bag ,  place  the  all-purpose  flour ,  baking  soda ,  kosher  salt  and  cocoa  powder.     "
-0.19286596 ,-0.59897639 ,0 , "Seal  the  bag  and  massage  the  ingredients  to  combine.     "
-0.30384296 ,-0.68361946 ,0 , "The  mixture  will  appear  homogenous  with  no  separate  ingredients  showing. "
-1.09129421 ,0.56778733 ,4 , "Add  the  flour  and  cocoa  mix  to  the  creamed  butter  and  sugar. "
0.04894207 ,-0.65573730 ,0 , "Mix  together  until  the  dough  appears  completely  combined  -  about  3  minutes. "
-0.79829684 ,-0.08822389 ,5 , "Add  all  the  walnuts  and  chocolate  chips  and  stir  them  into  the  dough. "
0.65276540 ,-0.49216362 ,2 , "Drop  by  two  teaspoonfuls  onto  an  ungreased  cookie  sheet. "
0.08183240 ,-0.97021572 ,0 , "Or  roll  into  balls ,  place  about  two  inches  apart  on  the  sheet ,  and  flatten  slightly  with  your  fingers. "
1.63651459 ,0.34229729 ,1 , "Bake  for  11  minutes  at  350  degrees  F  (175  degrees  C). "
0.00336597 ,-1.20434972 ,0 , "The  cookies  will  appear  to  be  just  barely  firm  with  a  sheen  to  their  surfaces.     "
0.40890817 ,-1.32446756 ,0 , "Allow  to  cool  on  the  sheet  for  about  one  minute  before  removing  to  a  cooling  rack  to  cool  completely.     "
0.12329154 ,-0.56554070 ,0 , "Store  in  airtight  containers. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
-0.51437390 ,-0.24457606 ,3 , "Measure  oats  into  a  blender  or  food  processor ,  and  then  blend  to  a  fine  powder. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-0.89097505 ,0.17328759 ,3 , "In  a  large  bowl ,  cream  together  butter  and  sugars. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.82950008 ,0.74233278 ,4 , "In  a  separate  bowl ,  mix  together  flour ,  oats ,  salt ,  baking  powder ,  and  baking  soda. "
-1.27697530 ,1.05433263 ,4 , "Stir  dry  ingredients  into  creamed  butter  and  sugar. "
-1.16996841 ,0.67332844 ,5 , "Add  chocolate  chips ,  grated  chocolate ,  and  nuts. "
0.48788317 ,0.21254165 ,2 , "Drop  by  rounded  teaspoons  onto  ungreased  cookie  sheets.     "
1.13796455 ,0.00337761 ,6 , "Bake  for  6  to  8  minutes  in  the  preheated  oven. "
1.05687977 ,1.09823729 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Combine  the  flour  and  baking  soda. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-1.26476618 ,0.73087220 ,4 , "Mix  the  butter ,  brown  sugar ,  white  sugar ,  pudding  mix ,  and  vanilla. "
-0.82618062 ,-0.36759222 ,3 , "Beat  until  creamy. "
-0.65792569 ,-0.41858459 ,3 , "Add  the  eggs  and  mix  well. "
-0.79522293 ,0.68819225 ,4 , "Gradually  stir  in  the  flour  mixture. "
-0.99488068 ,0.21401348 ,5 , "Stir  in  the  chocolate  chips  and  the  chopped  nuts. "
0.54005860 ,0.09133717 ,2 , "Drop  from  teaspoon  onto  ungreased  cookie  sheets  about  1  inch  apart. "
1.59276877 ,0.21115324 ,1 , "Bake  at  375  degrees  F  (190  degrees  C)  for  8  to  10  minutes. "
-0.80683813 ,0.46047225 ,3 , "Beat  butter  or  margarine ,  sugars  and  vanilla  until  light  and  fluffy.     "
-0.90682164 ,0.50287052 ,4 , "Add  flour  and  salt ,  mix  well. "
-0.42641321 ,0.50707994 ,4 , "Dissolve  baking  soda  in  boiling  water  and  add  to  mixture.     "
-1.16754853 ,0.78949613 ,5 , "Stir  in  rolled  oats ,  raisins  and  chocolate  chips. "
0.65245050 ,0.10931515 ,2 , "Drop  by  teaspoonful  onto  ungreased  cookie  sheet.     "
1.54682715 ,0.19639106 ,1 , "Bake  at  350  degrees  F  (175  degrees  C)  for  10-12  minutes.     "
0.20724791 ,-0.80820075 ,0 , "Don't  over  cook.     "
0.61590257 ,-0.36316186 ,0 , "(There  are  no  eggs  in  this  recipe ,  I  didn't  forget  to  type  it  down).Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
0.21196808 ,0.21125657 ,2 , "Generously  grease  cookie  sheets. "
-0.80115541 ,0.25282722 ,3 , "In  a    medium  bowl ,  cream  together  the  margarine ,  white  sugar  and  brown  sugar  until  smooth. "
-0.98198373 ,0.16422954 ,3 , "Stir  in  the  vanilla  and  eggs. "
-0.93249325 ,0.59805414 ,4 , "Combine  the  whole  wheat  flour ,  all  purpose  flour ,  baking  soda  and  salt ,  gradually  blend  into  the  creamed  mixture. "
-0.68748698 ,0.16144143 ,5 , "Fold  in  chocolate  chips  and  walnuts  if  desired. "
0.17723788 ,-0.48165928 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheet. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.40693781 ,-0.23216577 ,6 , "For  bar  cookies ,  press  dough  into  a  10x15  inch  jelly  roll  pan  and  bake  for  12  to  15  minutes. "
-0.05848035 ,-0.46281656 ,3 , "In  a  1  quart  jar ,  layer  the  ingredients  in  the  order  listed. "
-0.00043844 ,-1.26744793 ,0 , "Pack  down  firmly  after  each  addition. "
0.28046459 ,-0.96387605 ,0 , "Attach  a  tag  with  the  following  instructions:  Cookie  in  a  Jar    1.     "
1.70379579 ,0.68299497 ,1 , "Preheat  the  oven  to  350  degrees  F  (175  degrees  C).     "
0.76673048 ,-0.45973895 ,0 , "2.     "
-0.63553598 ,0.36081123 ,3 , "In  a  large  bowl ,  cream  1/2  cup  margarine  until  light  and  fluffy. "
-0.40943608 ,0.54475225 ,4 , "Mix  in  1  egg  and  2  tablespoons  water. "
-0.46433079 ,-0.58741510 ,3 , "Add  the  entire  contents  of  the  jar ,  and  stir  until  well  blended. "
0.56094271 ,-0.11363026 ,2 , "Drop  by  rounded  spoonfuls  onto  an  ungreased  cookie  sheet.     "
0.80783663 ,-0.59666541 ,0 , "3.     "
1.30457376 ,0.15157883 ,6 , "Bake  for  10  to  12  minutes  in  preheated  oven. "
0.51497369 ,-0.69277984 ,0 , "Remove  from  baking  sheets  to  cool  on  wire  racks. "
0.84805015 ,1.26089976 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Combine  flour ,  baking  soda  and  salt. "
-1.04543237 ,0.54532235 ,4 , "In  another  bowl ,  combine  soften  butter  with  shortening ,  sugar  and  brown  sugar  and  vanilla. "
-0.82618062 ,-0.36759222 ,3 , "Beat  until  creamy. "
-0.63794977 ,-0.43853950 ,3 , "Beat  in  egg. "
-0.84261626 ,0.49827756 ,4 , "Gradually  add  flour  mixture  and  mix  well. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
1.10370256 ,-0.01380407 ,6 , "Bake  on  ungreased  cookie  sheet  for  8-10  min.     "
0.20773122 ,-1.26090766 ,0 , "Note:  I  take  them  out  of  the  oven  before  they  start  to  turn  dark! "
-0.09972467 ,-0.85879484 ,0 , "Do  not  double  this  recipe ,  or  they  don't  bake  soft.     "
-0.27396621 ,-1.09671440 ,0 , "Can  make  this  recipe  for  bars  too. "
0.55388417 ,0.72544853 ,2 , "Spread  dough  into  greased  9x13  inch  pan.     "
1.51819524 ,0.13098717 ,1 , "Bake  them  at  375  degrees  F  (190  degrees  C)  for  15-20  minutes. "
0.41882014 ,0.71706051 ,4 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C).Sift  together  the  flour ,  baking  powder ,  baking  soda ,  and  salt;  set  aside. "
-0.90559508 ,0.20619348 ,3 , "In  a  medium  bowl ,  cream  together  the  butter ,  brown  sugar ,  and  white  sugar  until  smooth. "
-0.91209515 ,-0.31254438 ,3 , "Beat  in  the  egg  and  vanilla. "
-0.88277788 ,0.20691837 ,3 , "Gradually  stir  in  the  sifted  ingredients ,  then  stir  in  the  chocolate  chips. "
0.67005697 ,-0.25399416 ,2 , "Drop  by  rounded  tablespoonfuls  onto  ungreased  cookie  sheets. "
1.28813788 ,0.16612125 ,6 , "Bake  for  8  to  10  minutes  in  preheated  oven. "
0.46959103 ,-0.98127539 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
-0.78086483 ,0.59832708 ,4 , "Stir  together  the  flour ,  baking  soda ,  salt  and  instant  pudding  powder;  set  aside. "
-0.92777631 ,0.23075983 ,3 , "In  a  medium  bowl ,  cream  together  the  butter ,  white  sugar  and  brown  sugar  until  smooth. "
-1.03055228 ,0.00698956 ,3 , "Blend  in  the  eggs  and  vanilla. "
-0.71259022 ,-0.17863956 ,3 , "Gradually  mix  in  the  dry  ingredients  until  just  blended. "
-0.58792311 ,-0.40252290 ,3 , "Stir  in  the  chocolate  chips  by  hand  using  a  wooden  spoon. "
-0.52986613 ,0.33659084 ,4 , "Scoop  cookies  using  an  ice  cream  scoop  or  by  heaping  tablespoons. "
0.68172722 ,-0.29390111 ,2 , "Place  cookies  at  least  2  inches  apart  onto  ungreased  cookie  sheets. "
0.70875621 ,-0.01551105 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  until  lightly  golden. "
0.36164908 ,-1.08159479 ,0 , "Cool  on  baking  sheets  for  a  few  minutes  before  removing  to  wire  racks  to  cool  completely. "
0.35958805 ,1.09863192 ,4 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  medium  bowl ,  combine  flour ,  salt ,  baking  soda ,  and  baking  powder.     "
-0.60583076 ,-0.26626170 ,3 , "Stir  with  fork  so  all  ingredients  are  mixed. "
-0.69992448 ,0.27205110 ,3 , "In  large  bowl ,    combine  sugars ,  and  butter. "
-0.49781013 ,-0.31883186 ,3 , "Mix  until  smooth. "
-0.86227636 ,-0.16169820 ,3 , "Add  eggs  and  vanilla  and  beat  until  smooth  and  fluffy. "
-0.17961163 ,-0.37721814 ,3 , "Add  1  cup  of  dry  ingredients  at  a  time  to  mixture  until  all  is  incorporated. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.44672229 ,-0.27690910 ,6 , "Drop  cookies  onto  ungreased  cookie  sheet  and  bake  for  about  10-15  minutes  or  until  edges  are  golden  brown. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.81439947 ,0.30368806 ,3 , "In  a  medium  bowl ,  cream  together  the  brown  sugar ,  white  sugar ,  margarine  and  shortening  until  light  and  fluffy. "
-1.27233105 ,0.63820834 ,5 , "Stir  in  yogurt  and  vanilla. "
-0.85677671 ,0.47155772 ,4 , "Combine  the  flour ,  baking  soda ,  and  salt;  stir  into  the  creamed  mixture  until  incorporated ,  then  mix  in  chocolate  chips. "
0.45287629 ,-0.70997410 ,2 , "Drop  by  rounded  teaspoonfuls  2  inches  apart  onto  the  prepared  cookie  sheets. "
0.66259131 ,-0.31106243 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  until  the  edges  begin  to  brown. "
0.32612115 ,-1.25392037 ,0 , "Cool  for  a  minute  on  the  cookie  sheets  before  removing  to  wire  racks  to  cool  completely. "
0.42458836 ,0.43875264 ,3 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C).In  a  large  bowl ,  cream  together  the  butter  and  sugar  until  smooth. "
-0.47170572 ,-0.83350232 ,3 , "Beat  in  the  vanilla  and  eggs  one  at  a  time. "
-0.92535717 ,0.85933632 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  sugar  mixture. "
-0.85838602 ,-0.28421919 ,5 , "Finally ,  mix  in  the  chocolate  chips. "
0.75210608 ,-0.21827720 ,2 , "Drop  by  tablespoonfuls  onto  ungreased  cookie  sheets. "
0.68735930 ,-0.24265773 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  or  until  edges  are  golden. "
0.54719577 ,-0.69234234 ,0 , "Remove  from  baking  sheet  to  cool  on  wire  racks. "
2.31624618 ,1.53471762 ,1 , "Preheat  oven  to  375  degrees  F "
-0.42807205 ,0.33320039 ,3 , "(190  degrees  C).In  a  large  bowl ,  cream  together  the  shortening ,  butter ,  white  sugar ,  and  brown  sugar  until  smooth. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.74081489 ,0.65256380 ,4 , "Combine  the  flour ,  baking  soda ,  and  salt;  stir  into  the  creamed  mixture.     "
-1.07926705 ,0.49364709 ,5 , "Stir  in  the  pecans  and  chocolate  chips. "
-0.05221550 ,-0.16754684 ,2 , "Use  a  measuring  tablespoon  to  round  dough  into  balls. "
-0.14506718 ,-1.26676044 ,0 , "Don't  roll  the  balls ,  just  make  them  rounded. "
0.70885622 ,0.35674740 ,2 , "Place  onto  ungreased  baking  sheets. "
0.56174592 ,-0.19364070 ,6 , "Bake  10  to  12  minutes  in  the  preheated  oven ,  or  until  centers  are  set  and  very  lightly  browned. "
0.54627436 ,-0.88928827 ,0 , "Don't  overbake. "
0.54260452 ,-0.62834513 ,0 , "Cool  2  to  3  minutes  before  removing  from  baking  sheets. "
-0.53343996 ,0.03248147 ,4 , "Make  sure  you  have  lots  of  ice  cold  milk!!!Combine  flour ,  baking  powder  and  salt. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-0.21982952 ,0.31579669 ,5 , "Melt  1  cup  of  chocolate  chips  over  low  heat.     "
-1.13753594 ,0.96679346 ,4 , "Cream  butter  and  sugar.     "
-1.02757145 ,0.67271471 ,5 , "Add  melted  chocolate  chips  and  vanilla;  beat  in  eggs;  add  flour  mixture  and  remaining  chocolate  chips. "
0.22563601 ,-0.26220539 ,0 , "Wrap  in  plastic  and  freeze  until  firm  (about  20  minutes).Make  small  balls  (1  inch);  roll  in  confectioners'  sugar.       "
1.31052755 ,0.13597589 ,6 , "Place  on  ungreased  cookie  sheet  and  bake  for  10-12  minutes  at  350  degrees  F  (175  degrees  C). "
0.63663885 ,-1.11517992 ,0 , "Cool  on  wire  rack. "
0.41169792 ,0.95297433 ,4 , "Preheat  oven  to  350  degrees  F  (180  degrees  C).In  a  large  bowl  cream  shortening ,  brown  sugar  and  granulated  sugar.     "
-0.73374242 ,0.01059449 ,3 , "Add  eggs  and  mix  thoroughly. "
-1.04291215 ,0.62325744 ,4 , "Combine  the  baking  soda ,  salt  and  flour  and  stir  into  creamed  mixtureAdd  oatmeal  and  chocolate  chips  and  stir  until  well  blended. "
0.61013419 ,-0.35079017 ,2 , "Drop  by  teaspoonfuls  onto  greased  cookie  sheet.     "
1.05155556 ,-0.29707035 ,6 , "Bake  for  15  minutes. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.88832004 ,0.28683045 ,3 , "In  a  medium  bowl ,  cream  together  the  margarine ,  white  sugar  and  brown  sugar  until  smooth. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.89913925 ,0.74379585 ,4 , "Sift  in  the  flour ,  baking  soda ,  salt  and  cocoa  powder;  mix  well. "
-0.98723006 ,0.16618870 ,5 , "Stir  in  the  chocolate  chips. "
0.04082077 ,-0.74686300 ,0 , "Roll  tablespoonfuls  of  dough  into  balls  and  place  them  one  inch  apart  onto  the  prepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.41738524 ,-0.95805593 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  2  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.98287530 ,0.17411084 ,2 , "Preheat  oven  to  350  degrees  F.  Line  cookie  sheets*  with  Reynolds  Parchment  Paper;  set  aside. "
-0.29620745 ,0.25791495 ,4 , "On  another  sheet  of  Reynolds(R)  Parchment  Paper ,  combine  flour ,  baking  soda ,  salt  and  cinnamon;  set  aside. "
-0.70963756 ,0.18846805 ,3 , "Beat  together  butter ,  brown  sugar  and  granulated  sugar  in  a  large  mixing  bowl ,  with  an  electric  mixer ,  until  light  and  fluffy. "
-1.00860093 ,-0.05596915 ,3 , "Beat  in  eggs  and  vanilla. "
-0.75568814 ,0.56073173 ,4 , "Add  flour  mixture  gradually  to  butter  mixture;  beat  until  well  blended. "
-1.13954182 ,0.40183680 ,5 , "Stir  in  chocolate  chips  and  nuts. "
0.25913694 ,-0.02575024 ,2 , "Drop  by  rounded  tablespoons  onto  parchment-lined  cookie  sheets. "
0.71650621 ,-0.00019347 ,6 , "Bake  10  to  12  minutes  or  until  lightly  browned. "
0.24376824 ,-1.19178229 ,0 , "Cool. "
2.04531532 ,1.57995425 ,1 , "Preheat  oven  to "
0.08704391 ,0.65007345 ,3 , "350  degrees  F  (175  degrees  C).In  a  medium  bowl ,  cream  together  shortening ,  brown  sugar  and  white  sugar. "
-1.00617617 ,0.00520239 ,3 , "Mix  in  the  egg  and  vanilla. "
-0.71033696 ,0.62276315 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  batter  until  moistened. "
-1.10783601 ,0.31854528 ,5 , "Mix  in  the  walnuts  and  chocolate  chips. "
0.40703597 ,0.36403505 ,2 , "Drop  by  heaping  spoonfuls  onto  ungreased  cookie  sheets. "
0.53780476 ,-0.13271904 ,6 , "Bake  for  8  minutes  in  the  preheated  oven ,  until  the  edges  are  light  brown. "
1.84251629 ,0.82076170 ,1 , "Preheat  an  oven  to  375  degrees  F  (190  degrees  C). "
-0.90605793 ,0.69315570 ,4 , "Combine  flour ,  cocoa ,  baking  powder ,  and  salt  together  in  a  bowl. "
-0.66019217 ,0.02425102 ,3 , "Beat  the  butter ,  shortening ,  brown  sugar ,  and  white  sugar  with  an  electric  mixer  in  a  large  bowl  until  smooth. "
-0.86654580 ,-0.04560614 ,3 , "Beat  the  whole  egg  into  the  butter  mixture  until  completely  blended ,  then  beat  in  the  vanilla  extract  and  peppermint  extract  with  the  egg  yolk.     "
-0.66155079 ,0.05530634 ,3 , "Mix  the  flour  mixture  into  the  wet  ingredients  until  just  incorporated. "
-0.49401266 ,-0.27940309 ,3 , "Fold  in  the  chocolate  chips ,  mixing  just  enough  to  evenly  combine. "
-0.15510528 ,0.10506286 ,2 , "Scoop  up  the  dough  by  heaping  teaspoons  and  roll  into  1/2-inch  balls. "
0.82871139 ,0.08254005 ,2 , "Place  2  inches  apart  onto  ungreased  baking  sheets. "
0.36893578 ,-0.51750752 ,0 , "Bake  in  the  preheated  oven  until  the  edges  of  the  cookies  become  firm  (the  center  will  be  slightly  soft) ,  about  10  minutes. "
0.45106473 ,-1.06097468 ,0 , "Cool  on  the  baking  sheets  for  10  minutes  before  removing  to  cool  completely  on  a  wire  rack. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
-0.12351484 ,0.40298186 ,2 , "Lightly  grease  2  large  cookie  sheets  with  vegetable  shortening. "
-0.86267615 ,0.02736838 ,3 , "Cream  the  butter  and  sugars  together  in  a  large  bowl. "
-0.92707213 ,-0.18752664 ,3 , "Beat  in  the  egg  and  vanilla  extract  until  well  blended. "
-0.62470341 ,0.36526511 ,4 , "Sift  together  the  flour ,  baking  soda ,  and  salt;  gradually  blend  into  the  batter.     "
-1.15344589 ,0.66869361 ,5 , "Stir  in  the  chopped  macadamia  nuts  and  chocolate  chips. "
0.43482681 ,-0.75718576 ,0 , "Drop  by  rounded  teaspoonfuls  onto  the  cookie  sheets ,  about  2  inches  apart. "
0.52710647 ,-0.10921673 ,6 , "Bake  in  preheated  oven  for  10  to  12  minutes ,  or  until  the  cookies  are  golden  brown. "
0.39223973 ,-0.53513621 ,0 , "Remove  from  the  oven ,  and  transfer  the  cookies  to  cooling  racks. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.29951235 ,0.19495820 ,2 , "Line  a  baking  sheet  with  baking  parchment. "
-0.17916399 ,-0.52767673 ,0 , "Melt  the  chocolate  in  the  top  of  a  double  boiler  over  simmering  water ,  stirring  frequently  and  scraping  down  the  sides  with  a  rubber  spatula  to  avoid  scorching. "
-0.60534400 ,-0.38384576 ,3 , "Let  chocolate  cool  slightly  while  preparing  the  egg  whites. "
-0.51258686 ,-0.22681948 ,3 , "Beat  egg  whites  in  a  glass  or  metal  bowl  until  foamy. "
-0.35040112 ,-0.45732242 ,3 , "Gradually  add  sugar ,  continuing  to  beat  until  stiff  peaks  form. "
-0.05320633 ,-0.51481394 ,0 , "Lift  your  beater  or  whisk  straight  up:  the  egg  whites  will  form  sharp  peaks. "
-0.99896101 ,0.47214693 ,3 , "Stir  cream  of  tartar  into  the  egg  whites. "
-0.58334121 ,-0.10272371 ,3 , "Scoop  some  of  the  egg  whites  into  the  cooled  melted  chocolate  and  fold  until  smooth. "
-0.69152748 ,0.12672072 ,3 , "Fold  the  chocolate  mixture  into  the  remaining  egg  whites. "
-0.39108202 ,0.10321152 ,3 , "Stir  chocolate  chips  into  the  mixture;  drop  by  spoonful  onto  the  prepared  baking  sheet. "
0.43994975 ,-0.65357620 ,6 , "Bake  until  cookies  set  in  their  centers ,  10  to  15  minutes. "
1.99413410 ,0.97951506 ,1 , "Preheat  oven  to  425  degrees  F  (220  degrees  C). "
-0.00087384 ,0.16454665 ,2 , "Oil  a  large  baking  sheet. "
-1.01516656 ,0.51593847 ,4 , "Stir  sugar ,  soy  milk ,  peanut  butter ,  canola  oil ,  and  vanilla  extract  together  with  a  whisk  in  a  large  bowl  until  completely  smooth. "
-0.81409021 ,0.57772317 ,4 , "Mix  flour ,  oats ,  baking  soda ,  and  salt  in  a  separate  bowl;  add  to  the  peanut  butter  mixture  and  stir  to  combine. "
-0.86029645 ,0.50536311 ,5 , "Fold  chocolate  chips  and  walnut  pieces  into  the  flour  mixture. "
0.11090682 ,-0.11636301 ,2 , "Drop  your  batter  by  large  spoonfuls  onto  prepared  baking  sheet. "
0.65481032 ,0.19204272 ,6 , "Bake  cookies  in  preheated  oven  until  browned  along  the  edges ,  about  10  minutes. "
0.48824369 ,-1.05830810 ,0 , "Cool  cookies  on  sheet  for  10  minutes  before  removing  to  a  cooling  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.30127028 ,-0.41561181 ,2 , "Line  cookie  sheets  with  parchment  paper. "
-0.95035536 ,0.14770466 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.52982602 ,-0.65275644 ,3 , "Beat  in  the  eggs  one  at  a  time  then  stir  in  the  coffee  liqueur. "
-0.99075542 ,0.86754764 ,4 , "Combine  the  flour ,  baking  soda ,  salt  and  cinnamon ,  stir  into  the  creamed  mixture. "
-0.66085697 ,-0.20806875 ,5 , "Fold  in  the  chocolate  chips. "
0.14501578 ,-0.48209680 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.42318271 ,-0.98671555 ,0 , "Allow  cookies  to  cool  on  baking  sheets  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.34112780 ,-0.18398286 ,2 , "Grease  a  cookie  sheet. "
-0.92777629 ,0.23075984 ,3 , "In  a  medium  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.91209515 ,-0.31254438 ,3 , "Beat  in  the  egg  and  vanilla. "
-0.85056165 ,0.88127572 ,4 , "Sift  together  the  flour ,  baking  soda ,  baking  powder ,  salt  and  espresso  powder;  stir  into  the  creamed  mixture. "
-0.85446961 ,-0.14643087 ,5 , "Finally ,  stir  in  the  chocolate  chips. "
0.15887177 ,-0.07871900 ,2 , "Drop  dough  by  heaping  tablespoonfuls  onto  the  prepared  baking  sheet. "
0.53319697 ,-0.49437639 ,0 , "Cookies  should  be  1  1/2  to  2  inches  apart. "
0.40743786 ,-1.03790413 ,0 , "You  should  have  12  to  15  large  cookies. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.47225301 ,-0.03404893 ,6 , "For  crispier  cookies ,  bake  2  minutes  longer. "
0.51497369 ,-0.69277984 ,0 , "Remove  from  baking  sheets  to  cool  on  wire  racks. "
0.20339814 ,0.62871411 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.16334626 ,-1.08932910 ,0 , "Add  the  eggs  one  at  a  time ,  beating  after  each  addition. "
-1.11664743 ,0.24225543 ,3 , "Stir  in  the  milk  and  vanilla. "
-0.85247118 ,0.84262584 ,4 , "Sift  together  the  flour ,  baking  powder ,  baking  soda  and  salt ,  stir  into  the  creamed  mixture. "
-0.86144258 ,0.21636310 ,5 , "Using  a  wooden  spoon ,  stir  in  the  rolled  oats ,  chocolate  chips  and  walnuts. "
0.09188990 ,-0.49786162 ,0 , "Roll  the  dough  into  walnut  sized  balls ,  and  place  2  inches  apart  on  an  unprepared  cookie  sheet. "
1.16824475 ,-0.02957496 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven. "
0.37361582 ,-0.81544133 ,0 , "Cool  cookies  on  wire  racks. "
1.90392046 ,0.85115461 ,1 , "Preheat  oven  to  400  degrees  F  (200  degrees  C). "
-0.74947221 ,0.13361608 ,3 , "In  a  small  sauce  melt  together  the  butter  and  1/2  cup  of  the  chocolate  chips ,  stirring  frequently. "
0.23144803 ,-0.96208389 ,0 , "Remove  from  heat  and  set  aside  to  cool. "
-0.94927981 ,0.34653736 ,3 , "In  a  medium  bowl ,  stir  together  the  melted  chocolate  mixture  with  the  sugar ,  eggs  and  vanilla. "
-0.90916017 ,0.69786223 ,4 , "Sift  together  the  flour ,  baking  powder  and  salt ,  stir  into  the  chocolate  mixture. "
-0.88806960 ,0.14499665 ,5 , "Finally ,  stir  in  the  chopped  nuts  and  remaining  chocolate  chips. "
0.29549310 ,-0.40033335 ,2 , "Drop  dough  by  rounded  teaspoonfuls  onto  unprepared  cookie  sheets. "
-0.16043524 ,-0.75163227 ,0 , "Press  a  miniature  marshmallow  into  the  center  of  each  cookie. "
1.13808654 ,-0.02482369 ,6 , "Bake  for  7  to  8  minutes  in  the  preheated  oven. "
0.46772455 ,-0.77788731 ,0 , "Remove  from  baking  sheets  immediately  to  cool  on  wire  racks. "
2.08166201 ,0.99994450 ,1 , "Preheat  an  oven  to  350  degrees  F  (175  degrees "
0.76780763 ,-0.35923145 ,0 , "C).Place "
0.04719976 ,-0.16374381 ,3 , "the  bacon  in  a  large ,  deep  skillet ,  and  cook  over  medium-high  heat ,  turning  occasionally ,  until  evenly  browned ,  about  10  minutes. "
0.11578037 ,-0.37182217 ,2 , "Drain  the  bacon  slices  on  a  paper  towel-lined  plate. "
-0.28405590 ,0.21417817 ,5 , "Crumble. "
