Sentence,Cluster,Coord1,Coord2 
"The shorter time will produce a chewy cookie, the longer time a crispy cookie.
",0,0.101144661551,-0.561676144695
Preheat oven to 375 degrees F (190 degrees C).  ,2,1.45987661323,1.34774083159
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
"Cream butter, shortening, both sugars, egg, and vanilla in an electric mixer until fluffy.
",5,-0.801473940877,0.252096545494
"Stir in sifted dry ingredients.
",5,-0.874925776777,0.740740253933
"Add chocolate chips and walnuts.
",3,-1.03183998446,0.530943283742
"Drop by teaspoonfuls, 2 inches apart onto greased cookie sheet.   ",6,0.650183747629,0.335975773252
"Bake for 10-12 minutes or until golden.
",1,0.79533681492,-0.0261486388433
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Sift together the flour and baking soda, set aside.
",5,-0.550336200267,0.310181252727
"In a large bowl, cream together the butter, brown sugar, and white sugar.",5,-1.07603229284,0.0594005157039
Beat in the instant pudding mix until blended.,4,-0.699652470632,-0.386662410983
Stir in the eggs and vanilla.,3,-1.05062989839,0.0192542070384
Blend in the flour mixture.,5,-1.14660074547,0.470738738205
"Finally, stir in the chocolate chips and nuts.",3,-0.820082659024,-0.249108798711
"Drop cookies by rounded spoonfuls onto ungreased cookie sheets.
",6,0.278284066501,1.03061908152
Bake for 10 to 12 minutes in the preheated oven.,1,1.02859820213,0.596413783413
"Edges should be golden brown.
",0,0.138224049336,-0.369452815753
Preheat the oven to 325 degrees F (165 degrees C).,2,1.40678931293,1.15863718149
"Grease cookie sheets or line with parchment paper.
",6,0.360589461969,0.456918512716
"Sift together the flour, baking soda and salt; set aside.
",5,-0.626073517321,0.405169123725
"In a medium bowl, cream together the melted butter, brown sugar and white sugar until well blended.",5,-1.123070013,0.192478120979
"Beat in the vanilla, egg, and egg yolk until light and creamy.",4,-0.966021806986,-0.126365575983
Mix in the sifted ingredients until just blended.,4,-0.811641789888,-0.109215177224
Stir in the chocolate chips by hand using a wooden spoon.,4,-0.503702120058,-0.178751447956
Drop cookie dough 1/4 cup at a time onto the prepared cookie sheets.,6,0.00450091625833,0.322859094193
"Cookies should be about 3 inches apart.
",0,0.69636826649,-0.427215921654
"Bake for 15 to 17 minutes in the preheated oven, or until the edges are lightly toasted.",1,0.470654705898,0.234895770896
"Cool on baking sheets for a few minutes before transferring to wire racks to cool completely.
",0,0.630374668058,-0.477704792127
"Preheat oven to 375 degrees F.
Combine flour, baking soda and salt in small bowl.",5,-0.209797547661,1.25420535597
"Beat butter, granulated sugar, brown sugar and vanilla extract in large mixer bowl until creamy.",5,-1.49055126908,0.658060630426
"Add eggs, one at a time, beating well after each addition.",0,0.0701066361603,-0.991135859244
Gradually beat in flour mixture.,5,-1.03062221128,0.384642674617
Stir in morsels and nuts.,3,-0.912255048323,0.140267004193
"Drop by rounded tablespoon onto ungreased baking sheets.
",6,0.19679473651,1.31183282097
Bake for 9 to 11 minutes or until golden brown.,1,0.561486118417,-0.0541101748168
"Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.
",0,0.682072386828,-0.199262043319
Preheat the oven to 375 degrees F (190 degrees C).,2,1.41206031767,1.20158972469
"Line cookie sheets with parchment paper.
",6,0.435319719177,0.422482512756
"In a medium bowl, stir together the melted butter and brown sugar until smooth.",5,-0.956746225859,0.219517157841
Beat in the eggs one at a time.,0,0.151106916539,-1.13965328283
"Combine the flour, baking powder and baking soda, gradually stir into the sugar mixture.",5,-1.26720820317,0.810465903756
Fold in the chocolate chips.,3,-0.562251540243,-0.0932997942817
"Drop by rounded spoonfuls onto the prepared cookie sheets.
",6,0.264257060807,0.176050708058
Bake for 8 to 10 minutes in the preheated oven.,1,1.01070663151,0.600248443926
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
Sift flour and brown sugar into a bowl; stir in eggs.,5,-1.09166730453,0.525903956075
Mix butter into flour mixture until dough is creamy; fold in chocolate chips.,5,-1.18682161774,0.710623802606
"Spoon dough onto a baking sheet, keeping them about 3 inches apart.
",6,0.276025509528,0.190750248373
"Bake in the preheated oven until slightly brown, 10 to 15 minutes.",1,0.624658418555,0.47912463475
"Cool.
",0,0.682097908212,-0.533614923236
Preheat the oven to 375 degrees F (190 degrees C).,2,1.41206031767,1.20158972469
"Sift together the flour, baking soda and salt; set aside.
",5,-0.626073517321,0.405169123725
"In a large bowl, cream together the butter and sugar until smooth.",4,-0.863860756643,-0.134822657661
"Beat in the eggs, one at a time then stir in the vanilla.",4,-0.288195500877,-0.791093574161
Blend in the sifted ingredients to form a soft dough.,4,-0.588791795859,-0.0506831647702
"Stir in the chocolate chips, white chocolate chips and walnuts.",3,-1.30049935214,0.34999762157
"Drop by heaping teaspoonfuls about 2 inches apart onto ungreased baking sheets.
",6,0.573683042674,0.738606311753
"Bake for 8 to 11 minutes in the preheated oven, or until lightly golden.",1,0.590898572965,0.342624014218
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Grease a cookie sheet.
",6,0.386023444569,0.500794313454
"In a medium bowl, cream together the butter, white sugar and brown sugar.",5,-1.134319239,0.195891147543
Stir in the vanilla and egg.,3,-1.07403929825,0.0266580602404
"Add flour and baking soda, stir until everything is just combined.",5,-0.76617178384,0.139737975175
"Don 't mix too much or the cookies won't be chewy.
",0,0.0766802508851,-0.861689837172
Drop dough by tablespoonfuls onto the prepared cookie sheet.,6,0.332318796776,0.140777682304
Place chocolate chips onto the cookies.,3,-0.553740228401,-0.021826838171
Bake for 10 to 12 minutes in the preheated oven.,1,1.02859820213,0.596413783413
"Remove from cookie sheet to cool on wire racks.
",0,0.704079447193,-0.129146018017
"Combine flour, baking soda, and salt.  ",5,-1.11880064398,0.925120939015
"Set aside.
",0,0.609810114857,-0.610259563771
"In a large bowl , cream the vegetable shortening and the two sugars.  ",4,-0.569507367209,-0.123049218841
Beat in the egg and vanilla.,4,-0.834797398522,-0.447474505206
"Gradually blend in the dry ingredients.
",4,-0.553704409348,-0.16095584029
Fold in the chocolate chips and the nuts.  ,3,-0.426312401189,-0.268174197572
"Cover and chill for 2 to 3 hours.
",1,0.837601950694,-0.431172691515
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
Drop cookie by teaspoonfuls onto shiny lightly greased cookie sheets.,6,0.184607986281,0.608810170516
Bake 10-12 minutes and transfer to wire racks to cool.,1,0.986625597179,-0.140381886766
"Take out of oven when lightly colored -  they will darken after being taken off cookie sheet.
",0,0.413123804827,-0.477468338797
"Preheat an oven to 300 degrees F (150 degrees C).
",2,1.39702172525,0.971830503702
"Gently mix the flour, baking powder, baking soda, and salt with a fork in a bowl.",5,-0.9103994626,0.513875090608
"Beat the butter, brown sugar, and white sugar with an electric mixer in a large bowl until smooth.",4,-0.723956908763,-0.100623934731
"Add the eggs one at a time, allowing each egg to blend into the butter mixture before adding the next.",4,-0.246050155121,-0.608638410882
Beat in the vanilla with the last egg.  ,4,-0.351108430814,-0.642661176546
Mix in the flour mixture until just incorporated.,4,-0.707756804734,-0.00638848270968
"Fold in the chocolate chips; mixing just enough to evenly combine.
",4,-0.258248095267,-0.19120907478
Divide the dough into 24 tablespoon-sized balls.,6,0.0090922990779,0.456458220959
"Flatten the balls to about 1/inch thick onto a baking sheet.
",6,0.364420296441,0.0308913170246
"Bake in the preheated oven until the edges are golden, 15 to 17 minutes.",1,0.682131230435,0.184664918415
"Allow the cookies to cool on the baking sheet until the centers begin to set, about 20 minutes.
",0,0.555428783312,-0.571109067939
"In a 1 quart jar, layer the ingredients in the order listed.",4,0.0262521031435,-0.264485413411
"Pack down firmly after each addition.
",0,0.422341587754,-0.844844402896
Attach a tag with the following instructions: Cookie in a Jar    Preheat the oven to 350 degrees F (175 degrees C).    ,0,0.916138713884,0.248813780918
"In a large bowl, cream 1/2 cup margarine until light and fluffy.",5,-0.80037598999,0.389407286821
Mix in 1 egg and 2 tablespoons water.,5,-0.651310502396,0.592401922789
"Add the entire contents of the jar, and stir until well blended.",4,-0.318560524089,-0.566062106438
Drop by rounded spoonfuls onto an ungreased cookie sheet.    ,6,0.46421553002,0.775433408955
Bake for 10 to 12 minutes in preheated oven.,1,1.09895753882,0.833844483238
"Remove from baking sheets to cool on wire racks.
",6,0.625375790099,0.057383177868
Arrange racks in upper and lower thirds of oven; preheat to 425F. Line 2 baking sheets with parchment paper.,6,0.588529956373,0.446637809024
"Whisk flour, salt, and baking powder in a small bowl.",5,-1.10336640546,0.744116273226
"Using an electric mixer on medium-high speed, beat butter and both sugars in a large bowl until well combined, 23 minutes.",4,-0.0519150180092,-0.348990506532
"Add egg and vanilla; beat on medium-high speed until mixture is light and fluffy, 23 minutes.",4,-0.145702870341,-0.203272633495
"Add dry ingredients, reduce speed to low, and mix just to blend.",4,-0.322894863625,-0.436590399265
"Fold in chocolate chips.
",3,-0.45864958597,0.223361037838
"Spoon heaping tablespoonfuls of dough onto prepared baking sheets, spacing 1 1/2"" apart.",6,0.0318559685753,0.725693012757
"Bake, rotating pans halfway through, until edges are golden brown, 68 minutes.",1,0.328504365476,0.071728747144
"Transfer to wire racks and let cool.
",0,0.752793854627,-0.584608784773
AHEAD: Can be made 1 day ahead.,0,0.767639527739,-1.12592156502
"Store airtight at room temperature, or freeze cookies for up to 2 months.
",0,0.602655189624,-0.253886632611
"Preheat oven to 350F. Sift flour, baking soda, and salt into medium bowl.",5,-0.555091019353,1.19251649045
"Using electric mixer, beat butter and vegetable shortening in large bowl until fluffy.",5,-0.688576071934,0.263174422301
"Add sugar, brown sugar, sour cream, and vanilla and beat to blend well.",5,-1.27817033339,0.00795082123083
"Beat in eggs 1 at a time, then flour mixture.",4,-0.339962515056,-0.15049734944
Stir in chocolate chips.,3,-1.26349897931,0.473828374753
"Drop half of batter by generous 1/4 cupfuls onto 2 large ungreased baking sheets (5 mounds per sheet, spaced 3 inches apart).",6,0.54010270887,0.576386649428
"Using moistened fingertips, flatten each mound to 2 1/inch round.
",6,0.327283049748,-0.0600936458601
"Bake cookies until golden brown, about 14 minutes.",1,0.172700694593,0.247370128077
Cool on sheets 5 minutes.,1,0.982678447992,-0.255925991855
Transfer cookies to racks and cool completely.,0,0.406647569862,-0.51270592903
"Repeat with remaining batter using cooled baking sheets.
",6,0.0600904170205,0.631832408639
"Preheat oven to 350 F.
Into a bowl sift together flour, baking soda, and salt and stir in oats.
",5,-0.414184128517,0.829337577989
In bowl of a standing electric mixer beat butter with sugars until light and fluffy.,4,-0.46438017483,-0.123441063158
Beat in Nestle's Quik until combined well.,4,-0.0335342574658,-0.750349485572
"Add eggs, 1 at a time, beating well after each addition, and beat in vanilla.",4,-0.173451907224,-0.758046082371
"Add flour mixture, beating until just combined, and stir in chocolate chips.
",5,-0.807694831121,0.0897184071597
"Arrange rounded tablespoons of dough about 2 inches apart on ungreased baking sheets and bake in batches in middle of oven 12 minutes, or until golden.",6,0.256760404141,0.593165798038
"Transfer cookies to racks to cool.
",0,0.672627287716,-0.317597007138
"Preheat the oven to 37 Line two baking sheets with parchment paper.
",6,0.697957899897,0.713769815677
"Sift together onto a piece of waxed paper the flour, the soda, and one half teaspoon of the salt.
",4,-0.419553677653,-0.0566019803148
"In a large bowl, whisk together the butter and the sugar until it is light and pale yellow.",4,-0.601709012756,-0.389371134071
Whisk in the eggs one at a time until thoroughly blended.,4,-0.240047503865,-0.525719629057
"Whisk in the vanilla, then stir in the flour just until it is blended.
",4,-0.614875326427,-0.249381271181
"Stir in the chocolate chips or pieces and mix until they are evenly distributed throughout the dough.
",4,-0.357729467407,-0.253875454791
Drop the dough by tablespoons full onto the prepared baking sheets.,6,-0.0488112449077,0.442889883352
Sprinkle each with a generous pinch of sea salt.,4,-0.525709784751,0.0588599750033
"Bake in the center of the oven until the cookies are golden, about 12 minutes.",1,0.382222177242,-0.263365209367
"Remove from the oven and let sit on the baking sheets for about 4 minutes to allow the cookies, which are fragile, to firm up, then slide them onto a cooling rack.
",0,0.457226257728,-0.547593033325
Grease the slow cooker insert with butter or vegetable oil.,5,-0.447670079497,0.482191497764
"Cut a piece of waxed paper to fit the bottom and grease the waxed paper.
",0,0.317478309633,-0.425383983772
"In a bowl, beat the butter, eggs, sugars, and vanilla together until light and fluffy.",4,-0.797410600235,-0.182580118033
"In a separate bowl, stir the flour, baking soda, and salt together.",5,-0.890725032293,0.319529517478
Stir the dry ingredients into the butter mixture.,5,-1.13159062548,0.44233284632
"Stir in the chocolate chips and walnuts until well blended.
",3,-0.907858324684,0.0592540176796
Spoon the dough evenly into the slow cooker and smooth the top.,4,-0.152368864855,-0.0905250883839
"Cover and cook on low for about 3 hours, until a toothpick inserted into the center comes out clean.",0,0.472491666178,-0.653806436082
"Set the lid slightly ajar for the last 30 minutes.
",0,0.79849236008,-0.530564208723
Turn off the heat and remove the insert from the slow cooker.,0,0.421754373545,-0.634659937669
Allow to cool in the insert for 30 minutes.,0,0.853731513521,-0.884371774677
Invert onto a wire rack.,6,0.751966409889,0.0828607770022
"Cut the cake in half lengthwise, then cut each piece crosswise into slices.",6,-0.056836342379,-0.0760804999353
"Serve warm or at room temperature.
 ",0,0.558063678996,-0.223970797046
Preheat the oven to 350F. Lightly spray cookie sheets with cooking spray or line them with parchment paper.,6,0.320744662418,0.570384410225
"In a stand mixer fitted with the paddle attachment, beat together the sugars and butter on medium speed until light in texture and smooth, about 2 minutes.",4,-0.054344169249,-0.446650961305
"While that mixture is beating, sift the flour, baking soda, and salt into a bowl and set aside.
 ",5,-0.580793881769,-0.0454201066317
"Add the eggs, one at a time, to the sugar-butter mixture, followed by the vanilla, and blend until incorporated.",4,-0.433126230249,-0.398754355725
"With the mixer on low or using a wooden spoon, stir in the sifted dry ingredients.",4,-0.393061119567,-0.0912019030176
Scrape down the bowl as needed to blend evenly.,4,-0.13344454028,-0.374602907516
"Stir in the chocolate chunks.
 ",3,-0.703939913082,0.100976974762
"Using 2 spoons, drop the dough onto the prepared baking sheets, about 2 inches apart.",6,0.217686382479,0.1087811155
"If desired, slightly flatten the cookies before baking.
 ",0,0.0496635958294,-0.0103069132316
"Bake the cookies in batches, rotating the pans halfway through baking, until they are cracked on top but still slightly moist, 12 to 15 minutes.",0,0.264356391295,-0.254475930107
"Transfer the cookies to wire racks and let cool completely.
",0,0.511495352435,-0.601062109539
"Preheat oven to 375F.
Combine flour, baking soda, and salt in small bowl.",5,-0.488038463303,0.950632762619
"Beat butter, granulated sugar, brown sugar, and vanilla extract in large mixer bowl until creamy.",5,-1.4273219893,0.589828567231
"Add eggs, one at a time, beating well after each addition.",0,0.0701066361603,-0.991135859244
Gradually beat in flour mixture.,5,-1.03062221128,0.384642674617
Stir in morsels and nuts.,3,-0.912255048323,0.140267004193
"Drop by rounded tablespoon onto ungreased baking sheets.
",6,0.19679473651,1.31183282097
Bake for 9 to 11 minutes or until golden brown.,1,0.561486118417,-0.0541101748168
"Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.
",0,0.682072386828,-0.199262043319
Preheat oven to 350 F. Grease 15 x 10-inch jelly-roll pan.,2,0.846246855745,1.38053442275
Prepare dough as above.,0,0.245921187264,-0.109050291084
Spread into prepared pan.,6,-0.0702851238655,0.17134086068
Bake for 20 to 25 minutes or until golden brown.,1,0.578682267465,-0.0574721773116
Cool in pan on wire rack.,0,0.576090208432,0.00402189717874
"Makes 4 dozen bars.
",0,0.460310961094,-0.360476790862
Prepare dough as above.,0,0.245921187264,-0.109050291084
Divide in half; wrap in waxed paper.,0,0.193129429191,-0.280879376529
Refrigerate for 1 hour or until firm.,1,0.542692360161,-0.112280110447
Shape each half into 1inch log; wrap in wax paper.,6,0.362637851643,-0.251316961362
"Refrigerate for 30 minutes.
",1,0.978460355764,0.282174535118
Preheat oven to 375 F. Cut into 1/inch-thick slices; place on ungreased baking sheets.,6,0.585956174292,1.0668363366
Bake for 8 to 10 minutes or until golden brown.,1,0.526494162162,-0.0235155675595
Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.,0,0.665538380411,-0.219345395162
"Makes about 5 dozen cookies.
",0,0.457160558275,-0.321100315344
"Dough may be stored in refrigerator for up to 1 week or in freezer for up to 8 weeks.
",0,0.656196961369,-0.507174919446
This recipe is made available as a courtesy by Nestle USA and www.,0,0.230813831975,-0.837307337461
VeryBestBaking.com.  ,0,0.873480724769,-0.136925963334
"Nestle Toll House is a registered trademark of Socit des Produits Nestl S.A., Vevey, Switzerland.
",0,0.493123447184,-0.335633405193
"Preheat oven to 350F. Toast sunflower seeds on a rimmed baking sheet, stirring halfway through, until golden brown, about 5 minutes.",1,0.0700556066303,0.496609586154
"Let cool.
",0,0.649649914137,-0.827674920877
"Meanwhile, heat chopped bittersweet chocolate and white chocolate in a heatproof bowl set over a saucepan of barely simmering water (bowl should not touch water), stirring, until melted.",4,-0.52499394059,0.1906672926
"Remove from heat and let sit, stirring occasionally, until cool, 1015 minutes.
",0,0.318616603741,-0.390223358621
Finely grind sunflower seeds in spice mill.,5,-1.09572204214,0.567298341008
"Transfer to a medium bowl and add flour, cocoa powder, baking powder, kosher salt, and baking soda; whisk to combine.",5,-0.97819509729,0.716858696834
"Using an electric mixer on high speed, beat butter, granulated sugar, and brown sugar in a large bowl until very light and fluffy, about 5 minutes.",4,-0.405923222347,-0.111536312647
"Add eggs one at a time, beating well after each addition before adding the next.",0,0.136812794139,-1.1125992668
"Beat until mixture is very light and fluffy, about 2 minutes.",4,-0.00395624264168,-0.517818327577
"Reduce speed to low and add melted chocolate mixture, followed by dry ingredients; beat just until combined.",4,-0.384862229387,-0.222197733044
"Mix in coconut and both chocolate chips with a rubber spatula.
",3,-0.682291526065,0.034758323349
"Using a 2"" cookie scoop or 1/cup measuring cup, portion out dough onto parchment-lined baking sheets, spacing at least 2"" apart (these are large cookies; you probably wont fit more than 8 per sheet).",0,0.467817366511,-0.129901606499
Flatten cookies slightly with your palm and sprinkle with sea salt.,5,-0.52030103746,0.156189676338
"Bake, rotating baking sheets halfway through, until cookies are just barely set around edges but still wet-looking in the center (they will seem underdone, but you dont want to overbake), 1520 minutes.",0,0.457840863012,-0.590032667807
"Let cool on baking sheets 5 minutes, then transfer to wire racks and let cool completely.
",0,0.58657857681,-0.399914720385
Dough can be made 1 day ahead; cover and chill.,0,0.400533220976,-0.567930045298
Bring to room temperature before portioning.,0,0.617459038786,-0.318475877245
"Cookies can be baked 2 days ahead; store airtight at room temperature.
 ",0,0.580622719156,-0.152516463762
"Preheat oven to 375F. Prepare baking sheets by spraying lightly with Pam.
 ",6,0.503634560746,0.883070074526
"Cream butter, both sugars, and vanilla.",5,-1.40626376049,0.344242745149
Beat in egg.,4,-0.53802887229,-0.488634044342
Add baking soda and flour mixing only until smooth.,5,-0.948226274065,0.557929333076
Fold in chocolate chips.,3,-0.739702848643,0.243618867754
"Use 16x2inch baking sheets and drop cookies in 3 rows of 
 Bake cookies, two baking sheets at a time.",6,0.237970912313,0.172472430843
After 5 minutes take cookies out of the oven and rap on the stovetop until they deflate.,0,0.479833712393,-0.436192960523
"Then return sheets to oven, placing the top sheet on the bottom rack, and the bottom sheet on the top rack.",0,0.627816034084,-0.381662570095
"Continue to bake until cookies are golden brown, 6 more minutes.
 ",1,0.268433599128,-0.167822862158
"Transfer immediately from cookie sheet to wire rack for cooling.
",0,0.772401020308,-0.0874305440291
Preheat the oven to 375F. Line 2 baking sheets with parchment paper and spray lightly with cooking spray.,6,0.292748355276,0.779988977134
"Set aside.
",0,0.609810114857,-0.610259563771
"In the bowl of a food processor, combine vanilla, cocoa, cannellini beans, and the agave syrup, and blend the mixture until smooth, about 3 minutes, scraping down the side of the bowl halfway through blending.
",4,-0.535012888306,-0.15998439255
"In the bowl of a mixer fitted with a whip attachment, beat the egg whites until they form soft peaks.",4,-0.185952279544,-0.517850821835
Gradually beat in the Splenda.,4,-0.454522897681,-0.465768458463
Continue to beat the whites until they are creamy and nearly stiff.,4,-0.187505537109,-1.01059894334
Add one-third of the egg-white mixture to the cocoa-bean mixture in the food processor.,4,-0.352749262059,-0.220876105923
"Blend to combine, about 30 seconds.",4,0.284899425009,-0.443216550782
"In 2 batches, fold the lightened cocoa mixture into the egg whites until they are almost fully combined.",4,-0.35325624892,-0.261701493159
Add cacao nibs to the batter.,3,-0.543266707366,0.2031483724
"Fold batter until cacao nibs are evenly dispersed and cocoa mixture is completely incorporated.
",4,-0.550164966012,0.301000509794
Drop mounded spoonfuls of batter onto the prepared sheets.,6,0.0135260435984,0.400417850092
Spread batter out to form cookies about 2 1/2 inches in diameter.,6,0.312917303867,0.141068345164
"Sprinkle the chocolate chips on top of the cookies.
",3,-0.368814004444,0.00163437259618
"Bake for 20 minutes, rotating the pans one turn halfway through baking.",1,0.553832812424,0.0670691315469
"Using a metal spatula, transfer cookies to wire racks to cool.
",0,0.477248933159,-0.180852143674
"In a medium bowl, sift together the flours and the baking soda; set aside.
",4,-0.370902213619,0.0123707101816
"In the bowl of a stand mixer with a paddle attachment, cream the butter on medium speed.",4,-0.158705390098,-0.283015651271
"Add sugars, vanilla, and kosher salt and continue to beat until well combined, light, and fluffy.
",4,-0.583264520682,-0.297054693251
"With the mixer running, add the eggs one at a time, scraping down the sides of the bowl occasionally, and beat until fully incorporated.",4,-0.000408636524089,-0.799278304877
"Add the flour mixture all at once and mix on medium until it just comes together.
",4,-0.209499436842,-0.523161403588
Add the chocolate chunks and chocolate pearls and mix on low just to incorporate.,4,-0.610718830073,-0.411349180416
"Cover mixing bowl with plastic wrap and refrigerate dough for at least an hour (or up to overnight).
",0,0.383240922373,-0.126506081356
"About 30 minutes before baking, preheat oven to 350F and line two baking sheets with parchment paper.
",6,0.63437627177,0.735713170903
"Use a medium-size ice cream scoop, scoop dough onto baking sheets, leaving 2 inches of space between cookies.",6,-0.013250343045,0.260363576883
"Sprinkle each cookie with a pinch of coarse sea salt and bake for 10 to 12 minutes if you like a soft, gooey center or up to 15 minutes if you prefer crispier edges.",0,0.18367672672,-0.265600941453
"Serve warm with a glass of cold milk.
",4,-0.262690092249,-0.255297075741
"In a microwave-safe bowl, spoon in the vegan butter and melt in an 850W microwave for 30 seconds.
",4,0.0571182059382,0.008482404338
"Stir in the brown sugar, vanilla extract, pecan nuts, and plain flour into the melted vegan butter to form a dough, then stir through the chocolate chips.
",5,-1.0066620437,0.287758059332
"Spoon the mixture as a single cookie onto a microwave-safe plate, then microwave for 1 minute 30 seconds until cooked.
",1,0.295028364845,-0.0290660490962
"Put oven rack in middle position and preheat oven to 375F. Lightly grease 2 large baking sheets.
",6,0.510776557949,0.747491002606
"Whisk together flour mix, baking soda, salt, and xanthan gum in a small bowl.
",5,-1.08920769481,0.600801719103
"Beat together shortening (1 cup) and sugars in a large bowl with an electric mixer at high speed until pale and fluffy, 2 to 3 minutes.",4,0.0210961623664,-0.178826524292
"Add eggs, 1 at a time, beating well after each addition.",0,0.116340279931,-0.813969763529
Beat in vanilla.,3,-0.878911798419,-0.428107298361
"Reduce speed to low and mix in flour mixture until just incorporated, then stir in chips and walnuts if using.
",4,-0.459086535112,-0.175333186464
"Drop heaping teaspoons of dough 2 inches apart onto baking sheets.
",6,8.20308129989e-05,1.00702006593
"Bake, 1 sheet at a time, until golden, 9 to 15 minutes.",1,0.668705102613,-0.243379354973
"Let stand 1 minute, then transfer cookies to a rack to cool and continue making cookies using cooled baking sheets.
",0,0.330595695276,-0.22859829903
"Place racks in upper and lower thirds of oven and preheat to 375F. Whisk flour, baking powder, kosher salt, and baking soda in a medium bowl; set aside.
",5,-0.304661250482,0.518864512338
"Using an electric mixer on medium speed, beat butter, brown sugar, sugar, and powdered sugar until light and fluffy, 4 minutes.",5,-0.638595165415,0.156034742401
"Add egg yolks, egg, and vanilla.",5,-1.35484211842,0.578878347864
"Beat, occasionally scraping down the sides of the bowl, until mixture is pale and fluffy, 5 minutes.",4,-0.13800748954,-0.451505020992
"Reduce mixer speed to low; slowly add dry ingredients, mixing just to blend.",4,-0.269952435438,-0.218489048808
"Using a spatula, fold in chocolate.
",4,-0.132148685764,0.00490804731185
"Spoon rounded tablespoonfuls of cookie dough onto 2 parchment paper-lined baking sheets, spacing 1"" apart.",6,0.259074110136,0.621607090324
"Sprinkle cookies with sea salt.
",5,-0.716652923266,0.730043921282
"Bake cookies, rotating sheets halfway through, until just golden brown around the edges, 10-12 minutes (the cookies will firm up as they cool).",0,0.379337188309,-0.38038608634
"Let cool slightly on baking sheets, then transfer to wire racks; let cool completely.",0,0.466940127601,-0.445337930574
AHEAD,0,0.791809318484,-1.50108519325
: Cookies can be made 1 day ahead.,0,0.554619462831,-0.804806849693
"Store airtight at room temperature.
",0,0.846499842974,0.0347333413836
"Preheat oven to 350F.
",2,1.18170699119,1.51667581836
"In a bowl whisk together flour, baking soda, and salt.",5,-1.11848061704,0.701468518796
"In a large bowl with an electric mixer beat together butter, brown sugar, and granulated sugar until light and fluffy and beat in egg and vanilla until combined well.",4,-0.823617308242,-0.087897152344
Gradually beat in flour mixture and oats until combined well.,4,-0.903470777403,0.0409493281536
"Stir in raisins and chocolate chips.
",3,-1.11067044413,0.527152935102
"Drop dough by rounded tablespoons about 2 inches apart onto ungreased baking sheets and bake in middle of oven until golden, about 11 minutes.",6,0.333762035394,0.605586654637
"With a spatula transfer cookies to racks to cool.
",0,0.488101751966,-0.20883400418
"Put oven rack in middle position and preheat oven to 375F. Line 2 large baking sheets with parchment or wax paper.
",6,0.544928198627,0.514256601028
"Whisk together flour, baking soda, and salt in a small bowl.
",5,-0.927370731256,0.5627383919
"Beat together butter and sugars in a large bowl with an electric mixer at high speed until pale and fluffy, 2 to 3 minutes.",4,-0.113545706918,-0.289219053043
"Lightly beat 1 egg with a fork in a small bowl and add 1 3/4 tablespoons of it plus 2 remaining whole eggs to butter mixture, beating with mixer until creamy, about 1 minute.",4,-0.368749689606,0.065104329021
Beat in vanilla.,3,-0.878911798419,-0.428107298361
"Reduce speed to low and mix in flour mixture until just blended, then stir in chips.
",4,-0.51917674879,-0.10802860932
"Scoop 1/4 cup batter for each cookie, arranging mounds 3 inches apart, on 2 baking sheets.",6,0.0369781744456,0.575479463063
Flatten mounds into inch rounds using moistened palm of your hand.,6,0.0899764004168,-0.0397801203804
"Form remaining cookies on additional sheets of parchment.
",6,0.381180848589,0.129160926232
"Bake, 1 sheet at a time, until golden, 13 to 15 minutes.",1,0.672759443392,-0.258712077428
"Transfer cookies to a rack to cool and continue making cookies in same manner using cooled baking sheets.
",0,0.257926386134,-0.24293420968
Preheat oven to 375F.,2,1.24047958172,1.86532684147
Finely grind oats in processor.,5,-0.838743855608,0.611760909446
"Add flour, baking soda and salt and blend 5 seconds.
",5,-0.7344778412,0.634662314102
Beat butter and both sugars in large bowl until well blended.,4,-0.879375536882,-0.214758530479
Beat in eggs and vanilla.,3,-1.00078682134,-0.234375749965
Mix in dry ingredients.,5,-0.958639845643,0.164037353661
"Mix in walnuts and chocolate chips.
",3,-1.08089065226,0.380892682344
"For each cookie, form 2 rounded tablespoons dough into ball and place on ungreased baking sheets; flatten slightly.",6,0.028719465304,0.5253717774
"Bake until edges are golden brown, about 12 minutes.",1,0.305244994966,0.00325940311257
Cool on sheets 5 minutes.,1,0.982678447992,-0.255925991855
"Transfer to racks; cool completely.
",0,0.798560289034,-0.56061949708
"Preheat the oven to 350F. Line 2 regular baking sheets with silicone baking mats (such as Silpats) or lightly spray nonstick baking sheets with oil.
",6,0.266879910359,0.722691400116
